posterior_label,observable_key,analysis,bin_index_after_mask,x_plot,target_plot,target_sigma_plot,posterior_prediction_lower,posterior_prediction_median,posterior_prediction_upper
Sizes,size_mass_vdw2014_quiescent_z0,stellarSizeMassRelationvanDerWel2014Sample7,1,9.75,0.28000000000000025,0.009999999999999998,0.3264323000234798,0.3529075209499093,0.3815681631156361
Sizes,size_mass_vdw2014_quiescent_z0,stellarSizeMassRelationvanDerWel2014Sample7,2,10.25,0.3799999999999999,0.009999999999999998,0.43328797470674135,0.4677792626941246,0.502648416565236
Sizes,size_mass_vdw2014_quiescent_z0,stellarSizeMassRelationvanDerWel2014Sample7,3,10.75,0.6699999999999999,0.009999999999999998,0.5946846178307086,0.6369504715256022,0.6797207495972396
Sizes,size_mass_vdw2014_quiescent_z0,stellarSizeMassRelationvanDerWel2014Sample7,4,11.25,0.7599999999999998,0.009999999999999998,0.7068054647324447,0.7585293165954234,0.8201546950569368
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,0,7.176091259055681,-1.2548312112854956,0.130493336169754,-1.4382874383064819,-1.3321103303514752,-1.206159431896551
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,1,7.301029995663981,-1.6000789981649997,0.11941405989069884,-1.411907711479049,-1.3017521375757117,-1.168513709926575
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,2,7.414973347970818,-1.3525196308193832,0.0551227713848271,-1.3949180214414685,-1.2842642393164054,-1.138716798337513
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,3,7.544068044350276,-1.3065392744797073,0.03816103744721452,-1.3896901714316647,-1.274379168033269,-1.1170394112480886
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,4,7.672097857935717,-1.3143671899501175,0.03204927461666128,-1.3836757510651052,-1.2687237855016926,-1.1143831473091819
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,5,7.799340549453582,-1.3502289006582016,0.027102806906128974,-1.3700088330045042,-1.264352624179398,-1.1269334925499561
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,6,7.924279286061882,-1.4306079042053748,0.03231670600148942,-1.3519410598733934,-1.2637932435032442,-1.1469979546810791
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,7,8.049218022670182,-1.3628186867612504,0.019898918921290486,-1.3387372415533727,-1.2612349139073489,-1.16306169854164
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,8,8.173186268412275,-1.4646271911470679,0.018189123881309423,-1.3363748563114535,-1.2648305001739701,-1.1828426155892648
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,9,8.298853076409706,-1.5094819941361866,0.01564326332076906,-1.3554347361761239,-1.280436970931941,-1.2056589870621421
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,10,8.426511261364576,-1.5542100316265455,0.014438267299703886,-1.3916989759878826,-1.3107975023890437,-1.2329714237268192
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,11,8.551449997972876,-1.6191670187810951,0.012981402409830861,-1.4515340739730236,-1.3580146194258544,-1.2674414214733782
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,12,8.677606952720494,-1.7167745098035025,0.012241718033736854,-1.5354754273160576,-1.423797063886584,-1.3136470341836655
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,13,8.803457115648413,-1.7776859816020187,0.011148050460116592,-1.6433262989894413,-1.504524323082678,-1.3678906927252823
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,14,8.929418925714293,-1.8865052073171946,0.010780359479867954,-1.782764438221953,-1.5974966459126552,-1.4347824944952356
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,15,9.046495164334708,-1.9838967532295593,0.010792319053286932,-1.950316402480471,-1.7019400637334443,-1.5136232260067473
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,16,9.181271771559462,-2.1454430580455623,0.012160804610744418,-2.1453402960487526,-1.8232197149014813,-1.6016623719232244
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,17,9.307067950661299,-2.3118583555290706,0.014353453131835519,-2.368395625856387,-1.9642180295038492,-1.6934413614590156
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,18,9.433129517580486,-2.5461173537048523,0.01828608344855797,-2.602707596176748,-2.114906880030515,-1.7856862777406348
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,19,9.55894844597804,-2.7685525915695606,0.024649146270184562,-2.851593199593496,-2.2770133732160356,-1.8765773665647485
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,20,9.684755622108623,-3.124566711232598,0.03730136654383758,-3.133039430949095,-2.437463386747501,-1.984392050853181
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,21,9.810635700275537,-3.470466976552361,0.05022453192078422,-3.3926396069398024,-2.595077403504333,-2.088426149539977
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,22,9.936513742478894,-3.947588231272023,0.12408413768664336,-3.6770303294949156,-2.7813006454465494,-2.2092973624731567
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,23,10.062356318085438,-5.035724319972574,0.43429448190325176,-4.05747111445787,-3.0623252665234504,-2.447131413662853
Sizes,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,24,10.314099063295284,-4.792686271286279,0.43429448190325176,-4.635609915684672,-3.664980069539099,-3.0489919358457818
Combined,smf_z0,massFunctionStellarTomczak2014ZFOURGEz0,0,8.0,-1.37,0.03388554953347397,-1.6112834610689235,-1.5783894887005667,-1.551746257982079
Combined,smf_z0,massFunctionStellarTomczak2014ZFOURGEz0,1,8.25,-1.53,0.02764091299016487,-1.6889065803250516,-1.6634442700171659,-1.6368695636311474
Combined,smf_z0,massFunctionStellarTomczak2014ZFOURGEz0,2,8.5,-1.71,0.03257053716126054,-1.7536136927085724,-1.7329670519361753,-1.7082842376634466
Combined,smf_z0,massFunctionStellarTomczak2014ZFOURGEz0,3,8.75,-1.8599999999999999,0.03875116762355399,-1.7976625825583457,-1.7764606168739234,-1.7562450030107641
Combined,smf_z0,massFunctionStellarTomczak2014ZFOURGEz0,4,9.0,-2.03,0.07310630328559199,-1.8539760515836334,-1.829606115226151,-1.8062171140161627
Combined,smf_z0,massFunctionStellarTomczak2014ZFOURGEz0,5,9.25,-2.01,0.11430786925422912,-1.9342881853546074,-1.9069235649937828,-1.878504001309505
Combined,smf_z0,massFunctionStellarTomczak2014ZFOURGEz0,6,9.5,-2.1,0.13425025335825852,-2.0496758340140593,-2.019797483403807,-1.988737020437427
Combined,smf_z0,massFunctionStellarTomczak2014ZFOURGEz0,7,9.75,-2.17,0.12870137534632478,-2.1884968963925036,-2.156219729520016,-2.123449427684764
Combined,smf_z0,massFunctionStellarTomczak2014ZFOURGEz0,8,10.0,-2.24,0.1151563350336599,-2.328012604429007,-2.2886472654117727,-2.251522976011483
Combined,smf_z0,massFunctionStellarTomczak2014ZFOURGEz0,9,10.25,-2.31,0.09505799913247222,-2.4592159398402504,-2.4058551885376698,-2.3555159248026127
Combined,smf_z0,massFunctionStellarTomczak2014ZFOURGEz0,10,10.5,-2.41,0.08563784812230946,-2.57194875326396,-2.4906176134455427,-2.416275784952878
Combined,smf_z0,massFunctionStellarTomczak2014ZFOURGEz0,11,10.75,-2.5300000000000002,0.08801978149982136,-2.677286116088272,-2.5596882484106875,-2.4512281546642405
Combined,smf_z0,massFunctionStellarTomczak2014ZFOURGEz0,12,11.0,-2.91,0.08999910563249144,-2.846974458117573,-2.6994198849852484,-2.564822883289529
Combined,smf_z0,massFunctionStellarTomczak2014ZFOURGEz0,13,11.25,-3.46,0.09992050649589666,-3.3780104529535993,-3.2096059207824132,-3.0533420450164597
Combined,smf_z3,massFunctionStellarTomczak2014ZFOURGEz3,0,8.75,-1.9899999999999998,0.035241959302866804,-1.8256460415288494,-1.7989096122132087,-1.769930498643952
Combined,smf_z3,massFunctionStellarTomczak2014ZFOURGEz3,1,9.0,-2.14,0.038005862162430896,-1.939717002547865,-1.9079028510484195,-1.8732344084813521
Combined,smf_z3,massFunctionStellarTomczak2014ZFOURGEz3,2,9.25,-2.24,0.039487599867068804,-2.0764921939267547,-2.04200150605209,-2.0033668019843214
Combined,smf_z3,massFunctionStellarTomczak2014ZFOURGEz3,3,9.5,-2.29,0.048985169877665526,-2.2216239682681587,-2.1853932644778844,-2.1452541470447968
Combined,smf_z3,massFunctionStellarTomczak2014ZFOURGEz3,4,9.75,-2.48,0.0510303444782522,-2.384568309585756,-2.344649703512496,-2.3031301737008634
Combined,smf_z3,massFunctionStellarTomczak2014ZFOURGEz3,5,10.0,-2.59,0.04758057141795755,-2.5425399393869883,-2.4966726372334906,-2.445342735823049
Combined,smf_z3,massFunctionStellarTomczak2014ZFOURGEz3,6,10.25,-2.73,0.05422430948896547,-2.6929970424793637,-2.626878181157288,-2.5544168899340867
Combined,smf_z3,massFunctionStellarTomczak2014ZFOURGEz3,7,10.5,-2.64,0.03767295898922773,-2.7717644014305205,-2.675725189819773,-2.576020283709451
Combined,smf_z3,massFunctionStellarTomczak2014ZFOURGEz3,8,10.75,-2.7199999999999998,0.04292670823333299,-2.807682261775728,-2.678076743853978,-2.5432129833661987
Combined,smf_z3,massFunctionStellarTomczak2014ZFOURGEz3,9,11.0,-3.01,0.05139680935005372,-3.0728051513150887,-2.899924381194806,-2.735930743098934
Combined,smf_z3,massFunctionStellarTomczak2014ZFOURGEz3,10,11.25,-3.62,0.06979838494741979,-3.853551260695612,-3.678737588861057,-3.5133149862652453
Combined,size_mass_vdw2014_star_forming_z0,stellarSizeMassRelationvanDerWel2014Sample1,0,9.25,0.4900000000000002,0.009999999999999997,0.6078157841602153,0.6384130326015536,0.6656859932482521
Combined,size_mass_vdw2014_star_forming_z0,stellarSizeMassRelationvanDerWel2014Sample1,1,9.75,0.6099999999999999,0.009999999999999998,0.6497520932754582,0.6753226153246779,0.6994032588474778
Combined,size_mass_vdw2014_star_forming_z0,stellarSizeMassRelationvanDerWel2014Sample1,2,10.25,0.6600000000000001,0.009999999999999998,0.6367581690316658,0.6585014875694561,0.6806225807432077
Combined,size_mass_vdw2014_star_forming_z0,stellarSizeMassRelationvanDerWel2014Sample1,3,10.75,0.8300000000000001,0.01,0.6684197310999374,0.690518056062269,0.7160079664742961
Combined,size_mass_vdw2014_quiescent_z0,stellarSizeMassRelationvanDerWel2014Sample7,0,9.25,0.27,0.009999999999999997,0.38115723793204354,0.4119155931448617,0.43914824398791574
Combined,size_mass_vdw2014_quiescent_z0,stellarSizeMassRelationvanDerWel2014Sample7,1,9.75,0.28000000000000025,0.009999999999999998,0.38201231464156155,0.41088552627526775,0.43892928327158365
Combined,size_mass_vdw2014_quiescent_z0,stellarSizeMassRelationvanDerWel2014Sample7,2,10.25,0.3799999999999999,0.009999999999999998,0.42402271026873867,0.4586478545035839,0.4911971883872221
Combined,size_mass_vdw2014_quiescent_z0,stellarSizeMassRelationvanDerWel2014Sample7,3,10.75,0.6699999999999999,0.009999999999999998,0.70093677487209,0.7300915822348077,0.758955040618702
Combined,size_mass_vdw2014_quiescent_z0,stellarSizeMassRelationvanDerWel2014Sample7,4,11.25,0.7599999999999998,0.009999999999999998,0.7759955047166274,0.8211865150340023,0.8872833977827639
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,0,7.176091259055681,-1.2548312112854956,0.130493336169754,-1.4734070156735573,-1.4421875989686237,-1.4148662775881402
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,1,7.301029995663981,-1.6000789981649997,0.11941405989069884,-1.460284023177659,-1.430175232877668,-1.4046941240388942
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,2,7.414973347970818,-1.3525196308193832,0.0551227713848271,-1.4537345047213381,-1.4265088967439805,-1.4021927441953421
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,3,7.544068044350276,-1.3065392744797073,0.03816103744721452,-1.4527421423913638,-1.4290332085885171,-1.4071594002828105
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,4,7.672097857935717,-1.3143671899501175,0.03204927461666128,-1.457564352255418,-1.4356626160456,-1.4124877641175813
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,5,7.799340549453582,-1.3502289006582016,0.027102806906128974,-1.465655917354031,-1.4436088329377041,-1.4172091190807927
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,6,7.924279286061882,-1.4306079042053748,0.03231670600148942,-1.4763167374582393,-1.4522827171599286,-1.4244183873175444
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,7,8.049218022670182,-1.3628186867612504,0.019898918921290486,-1.491383806241778,-1.4653198855263114,-1.4394783068114014
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,8,8.173186268412275,-1.4646271911470679,0.018189123881309423,-1.5143670717092153,-1.488161883335323,-1.4625783958449396
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,9,8.298853076409706,-1.5094819941361866,0.01564326332076906,-1.5483743758091837,-1.521328596627432,-1.4953965134795801
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,10,8.426511261364576,-1.5542100316265455,0.014438267299703886,-1.5940816199087946,-1.5661048215999873,-1.5396600921838468
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,11,8.551449997972876,-1.6191670187810951,0.012981402409830861,-1.652104414930422,-1.6231016276236643,-1.5957429833347192
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,12,8.677606952720494,-1.7167745098035025,0.012241718033736854,-1.7234527501917056,-1.6933768995640297,-1.6647538441468923
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,13,8.803457115648413,-1.7776859816020187,0.011148050460116592,-1.8114721285689068,-1.7781781418363158,-1.74885345297835
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,14,8.929418925714293,-1.8865052073171946,0.010780359479867954,-1.9172734104774682,-1.8797001312409134,-1.8466385014506534
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,15,9.046495164334708,-1.9838967532295593,0.010792319053286932,-2.047455434614139,-2.002749912605923,-1.9609487777141128
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,16,9.181271771559462,-2.1454430580455623,0.012160804610744418,-2.21558725225114,-2.153850985284018,-2.098428333127791
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,17,9.307067950661299,-2.3118583555290706,0.014353453131835519,-2.4166621939955517,-2.33394618391353,-2.256390947885642
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,18,9.433129517580486,-2.5461173537048523,0.01828608344855797,-2.642777165329792,-2.538566554802398,-2.436938137294572
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,19,9.55894844597804,-2.7685525915695606,0.024649146270184562,-2.8956915985734564,-2.7742361669913427,-2.650457797112493
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,20,9.684755622108623,-3.124566711232598,0.03730136654383758,-3.161608368943624,-3.0335464825064946,-2.8984587158486446
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,21,9.810635700275537,-3.470466976552361,0.05022453192078422,-3.4389453854732466,-3.3068246028569734,-3.1677738385753123
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,22,9.936513742478894,-3.947588231272023,0.12408413768664336,-3.7240702481743724,-3.5875744180911537,-3.4401714114101116
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,23,10.062356318085438,-5.035724319972574,0.43429448190325176,-4.098756876606678,-3.949424884365886,-3.7691319324965824
Combined,sfr_function_robotham2011,starFormationRateFunctionRobotham2011,24,10.314099063295284,-4.792686271286279,0.43429448190325176,-4.674415208224201,-4.508076546415596,-4.296422441584131
