target_redshift,redshift,output_name,node_index,merger_tree_index,is_central_galaxy,weight,stellar_mass_msun,log10_stellar_mass_msun,sfr_raw_msun_per_gyr,sfr_msun_per_year,log10_ssfr_per_year,black_hole_mass_msun,mdot_rest_msun_per_gyr,mdot_rest_g_per_s,radiative_efficiency_catalog,radiative_efficiency_used,rest_mass_power_erg_s,eddington_luminosity_erg_s,bolometric_luminosity_catalog_erg_s,bolometric_luminosity_erg_s,eddington_ratio_catalog,eddington_ratio,accretion_rate_eddington_paper,accretion_rate_eddington_galacticus,fraction_adaf,valid_accreting_black_hole,power_jet_galacticus,power_jet_erg_s,population_default,thin_disk_dominated
0,0,Output19,1,16499,True,7.71711568714e-07,36774331914.1,10.5655447916,2973951934.16,2.97395193416,-10.0922108465,2507493.0348,1.65332777152,1.04199285952e+17,7.80962325148e-06,7.80962325148e-06,9.36496478702e+37,3.15944122385e+44,7.313684675e+32,7.313684675e+32,2.3148665086e-12,2.3148665086e-12,2.96412059079e-07,2.96924097467e-07,1,True,297187379361,1.8729929574e+38,star_forming,False
0,0,Output19,591,16493,False,7.76692662401e-07,12174831008.8,10.0854629418,1028018342.36,1.02801834236,-10.0734620782,497740.070571,0.5647164156,3.55906725119e+16,1.53860174069e-05,1.53860174069e-05,3.19873012348e+37,6.27152488919e+43,4.92157173598e+32,4.92157173598e+32,7.84748816744e-12,7.84748816744e-12,5.10040250178e-07,5.10921321577e-07,1,True,101508360608,6.39746024696e+37,star_forming,False
0,0,Output19,1,16493,True,7.76692662401e-07,52002201670.8,10.7160217312,4197120261.62,4.19712026162,-10.0930703178,3343311.32177,10.5152634009,6.62713683788e+17,3.95708515575e-05,3.95708515575e-05,5.95617355325e+38,4.21257226543e+44,2.35690859526e+34,2.35690859526e+34,5.5949392598e-11,5.5949392598e-11,1.41390418441e-06,1.41634663976e-06,1,True,1.89012948747e+12,1.19123471065e+39,star_forming,False
0,0,Output19,1,16497,True,7.73368626397e-07,29701806871.8,10.4727828699,1927658370.55,1.92765837055,-10.1877528014,3917690.53047,156164.813415,9.84212708998e+21,0.347538157467,0.347538157467,8.8456626919e+42,4.93629006839e+44,3.07420531352e+42,3.07420531352e+42,0.00622776471992,0.00622776471992,0.0179196574135,0.0179506128089,0.00287050804091,True,8.16150586666e+13,5.14370530907e+40,star_forming,True
0,0,Output19,1,16495,True,7.75028988852e-07,50548325199.2,10.7037067708,12737265066.7,12.7372650667,-9.59863058411,2530571.72005,402768.863132,2.5384094228e+22,0.382041531485,0.382041531485,2.2814086145e+43,3.18852036726e+44,8.71592841027e+42,8.71592841027e+42,0.0273353386723,0.0273353386723,0.0715506991244,0.0716742997119,2.79489447265e-09,True,3.7001475099e+12,2.33197999266e+39,star_forming,True
0,0,Output19,1,16496,True,7.74198394131e-07,16430565528.1,10.2156525118,1324127164.76,1.32412716476,-10.0937228165,1099932.51882,1.93342570847,1.21852170957e+17,2.15738026458e-05,2.15738026458e-05,1.09515269688e+38,1.38591497371e+44,2.36266081496e+33,2.36266081496e+33,1.70476606414e-11,1.70476606414e-11,7.90201937102e-07,7.91566975108e-07,1,True,347535273638,2.19030539377e+38,star_forming,False
0,0,Output19,1,16492,True,7.77525742809e-07,44322622723.3,10.6466254512,1442580837.73,1.44258083773,-10.4874852922,3072984.48733,13.7908755369,8.69155776825e+17,4.98583613841e-05,4.98583613841e-05,7.81158255551e+38,3.87196045404e+44,3.89472706034e+34,3.89472706034e+34,1.0058798654e-10,1.0058798654e-10,2.0174747775e-06,2.02095987367e-06,1,True,2.47892416162e+12,1.5623165111e+39,star_forming,False
0,0,Output19,1,16485,True,7.67253868657e-07,18045603772.1,10.2563714173,1444035724.53,1.44403572453,-10.0967934798,1418237.55148,3.37043472386,2.12418189317e+17,2.99745080498e-05,2.99745080498e-05,1.90911947707e+38,1.78697931486e+44,5.72249171334e+33,5.72249171334e+33,3.20232677891e-11,3.20232677891e-11,1.06835007053e-06,1.07019559682e-06,1,True,605839132532,3.81823895413e+38,star_forming,False
0,0,Output19,1,16491,True,7.64718032329e-07,48972756173.5,10.6899545467,910712764.139,0.910712764139,-10.7305731232,7493311.74749,76.043938018,4.79259114796e+18,0.000109991324833,0.000109991324833,4.3073661138e+39,9.44157280184e+44,4.73772905396e+35,4.73772905396e+35,5.0179447359e-10,5.0179447359e-10,4.56212773465e-06,4.57000860339e-06,1,True,1.3668976621e+13,8.61473222759e+39,star_forming,False
0,0,Output19,1,16494,True,7.75860411343e-07,17475644449.3,10.2424332002,1028380507,1.028380507,-10.2302793642,1542869.46278,2.47513156449,1.55992626568e+17,1.97882113718e-05,1.97882113718e-05,1.40199180973e+38,1.94401552311e+44,2.77429102723e+33,2.77429102723e+33,1.42709304234e-11,1.42709304234e-11,7.21183443786e-07,7.22429255475e-07,1,True,444907462327,2.80398361945e+38,star_forming,False
0,0,Output19,1,16489,True,7.64039164758e-07,69604151491.1,10.8426351436,4413882310.32,4.41388231032,-10.1978143944,3261560.96829,17.7307559657,1.11746269726e+18,6.86513230477e-05,6.86513230477e-05,1.00432538621e+39,4.10956682005e+44,6.89482665334e+34,6.89482665334e+34,1.67775022411e-10,1.67775022411e-10,2.44387165408e-06,2.44809333152e-06,1,True,3.18712174941e+12,2.00865077241e+39,star_forming,False
0,0,Output19,1,16490,True,7.63237446772e-07,69050793088.5,10.8391686711,385735339.788,0.385735339788,-11.2528792418,14127250.3041,20454.095432,1.2890983721e+21,0.0148632344753,0.0148632344753,1.15858383783e+42,1.78003353832e+45,1.72203032409e+40,1.72203032409e+40,9.67414538554e-06,9.67414538554e-06,0.000650877532857,0.000652001894274,0.999999999999,True,3.67664483918e+15,2.31716767565e+42,star_forming,False
0,0,Output19,1,16486,True,7.6644901643e-07,51866402737.7,10.714886128,3405173713.57,3.40517371357,-10.1827468558,3941671.55042,16.6703567999,1.05063212815e+18,5.01746393656e-05,5.01746393656e-05,9.4426106612e+38,4.96650615353e+44,4.73779584596e+34,4.73779584596e+34,9.53949456518e-11,9.53949456518e-11,1.90125822244e-06,1.90454255979e-06,1,True,2.99651390106e+12,1.88852213224e+39,star_forming,False
0,0,Output19,1,16487,True,7.65644948858e-07,30055038645.2,10.4779172907,1343548755.98,1.34354875598,-10.3496638596,3438292.13341,18.4338705095,1.16177576976e+18,6.07281943133e-05,6.07281943133e-05,1.0441519896e+39,4.3322480881e+44,6.34094649171e+34,6.34094649171e+34,1.4636619055e-10,1.4636619055e-10,2.41018512414e-06,2.41434860962e-06,1,True,3.31350731691e+12,2.0883039792e+39,star_forming,False
0,0,Output19,737,16484,False,7.6805950628e-07,11814239097.2,10.0724057559,1623419829.03,1.62341982903,-9.86197490959,427775.223034,3.54135175032e-09,223190059.494,1.06196043873e-13,1.06196043873e-13,2.00593221813e+29,5.38996781022e+43,2.13022065842e+16,2.13022065842e+16,3.95219551104e-28,3.95219551104e-28,3.72160333559e-15,3.72803223656e-15,1,True,636.561645065,4.01186443625e+29,star_forming,False
0,0,Output19,1,16484,True,7.6805950628e-07,51352050300.9,10.7105577881,607228387.307,0.607228387307,-10.9272057219,8687335.26291,1924.32629654,1.21278689859e+20,0.00236167013474,0.00236167013474,1.08999850582e+41,1.09460424313e+45,2.5742169181e+38,2.5742169181e+38,2.35173299781e-07,2.35173299781e-07,9.9579232646e-05,9.97512512539e-05,1,True,3.45899644919e+14,2.17999701163e+41,star_forming,False
0,0,Output19,1,16482,True,7.69673140653e-07,44040216465.3,10.6438494449,3015331108.63,3.01533110863,-10.1645144367,2961391.71487,9.65279037814,6.08357206704e+17,3.73189826027e-05,3.73189826027e-05,5.46764190047e+38,3.73135356074e+44,2.04046832962e+34,2.04046832962e+34,5.46844006177e-11,5.46844006177e-11,1.46532399342e-06,1.46785527415e-06,1,True,1.73509906832e+12,1.09352838009e+39,star_forming,False
0,0,Output19,1,16479,True,7.72099501083e-07,62820741960.1,10.7981030614,918764406.594,0.918764406594,-10.8348988994,9368586.96785,106.264167729,6.69719010979e+18,0.000120743603208,0.000120743603208,6.01913429416e+39,1.18044195795e+45,7.2677196287e+35,7.2677196287e+35,6.15677846738e-10,6.15677846738e-10,5.09905146426e-06,5.1078598444e-06,1,True,1.91010942121e+13,1.20382685883e+40,star_forming,False
0,0,Output19,1,16483,True,7.68865930036e-07,46336027332.7,10.6659187964,1235494782.66,1.23549478266,-10.5740778806,3753884.90012,20.2883854989,1.27865467364e+18,6.36133777417e-05,6.36133777417e-05,1.14919750975e+39,4.72989497415e+44,7.31043352873e+34,7.31043352873e+34,1.54558051895e-10,1.54558051895e-10,2.42964699222e-06,2.4338440972e-06,1,True,3.64685830707e+12,2.29839501949e+39,star_forming,False
0,0,Output19,806,16478,False,7.72909866539e-07,14658456605.5,10.1660882457,830348717.82,0.83034871782,-10.2468277263,1203967.53345,2358.82621295,1.48662601154e+20,0.0221468092391,0.0221468092391,1.33611282672e+41,1.51699909215e+44,2.95906358952e+39,2.95906358952e+39,1.9506034017e-05,1.9506034017e-05,0.0008807604656,0.000882281939357,0.999999999971,True,4.24001454914e+14,2.67222565336e+41,star_forming,False
0,0,Output19,1,16478,True,7.72909866539e-07,44933669385.6,10.6525718855,2977195837.42,2.97719583742,-10.1787644824,3102854.65098,9.69851635615,6.11239039538e+17,3.76379393995e-05,3.76379393995e-05,5.49354252231e+38,3.90959686024e+44,2.06765620543e+34,2.06765620543e+34,5.28866857466e-11,5.28866857466e-11,1.40514296453e-06,1.40757028527e-06,1,True,1.74331836023e+12,1.09870850446e+39,star_forming,False
0,0,Output19,876,16480,False,7.71289925439e-07,18528736326.1,10.2678458011,858844750.319,0.858844750319,-10.3339311357,3357312.65258,24.473144663,1.54239482504e+18,8.11593830318e-05,8.11593830318e-05,1.38623533666e+39,4.23021394225e+44,1.1250600466e+35,1.1250600466e+35,2.65958190759e-10,2.65958190759e-10,3.27698635479e-06,3.28264720009e-06,1,True,4.39907310117e+12,2.77247067332e+39,star_forming,False
0,0,Output19,1,16480,True,7.71289925439e-07,35300410220.7,10.5477797523,821852753.174,0.821852753174,-10.6329857379,2917216.6278,9.29963762108,5.86100116639e+17,3.68580799356e-05,3.68580799356e-05,5.26760515087e+38,3.67569295102e+44,1.9415381172e+34,1.9415381172e+34,5.28210093463e-11,5.28210093463e-11,1.43309172476e-06,1.43556732572e-06,1,True,1.67161949446e+12,1.05352103017e+39,star_forming,False
0,0,Output19,1,16477,True,7.73721022558e-07,60793731324.7,10.7838587998,1465216519.5,1.4652165195,-10.6179569934,4035868.97462,339.706659577,2.14096635712e+19,0.00100671060921,0.00100671060921,1.92420460096e+40,5.08519490802e+44,1.93711718609e+37,1.93711718609e+37,3.80932731414e-08,3.80932731414e-08,3.78393480637e-05,3.79047138212e-05,1,True,6.10626239093e+13,3.84840920192e+40,star_forming,False
0,0,Output19,586,16476,False,7.74532969866e-07,34587369625.1,10.5389175351,1365925556.08,1.36592555608,-10.4034905045,1425281.14654,22157.0655612,1.39642631669e+21,0.135114268393,0.135114268393,1.25504538385e+42,1.79585424464e+44,1.69574538839e+41,1.69574538839e+41,0.00094425557834,0.00094425557834,0.00698857041207,0.00700064285049,0.972503932473,True,8.24666998242e+14,5.19737911897e+41,star_forming,False
0,0,Output19,1,16476,True,7.74532969866e-07,60096208553.7,10.7788470734,4341097282.62,4.34109728262,-10.141247555,2719345.4938,64335.5617652,4.0546827512e+21,0.213391632321,0.213391632321,3.64416712077e+42,3.42637532219e+44,7.77634770354e+41,7.77634770354e+41,0.00226955513402,0.00226955513402,0.010635633222,0.010654005796,0.346715400724,True,4.00980614686e+15,2.52713917051e+42,star_forming,True
0,0,Output19,1,16481,True,7.70481138878e-07,59094578937,10.7715476425,5592147448.9,5.5921474489,-10.0239690286,2117087.10352,0.111784898633,7.04512850894e+15,7.01961038015e-07,7.01961038015e-07,6.33184573228e+36,2.66752975044e+44,4.44470900278e+30,4.44470900278e+30,1.66622659112e-14,1.66622659112e-14,2.37367389482e-08,2.37777430882e-08,1,True,20093451310.2,1.26636914646e+37,star_forming,False
0,0,Output19,1,16474,True,7.76159241352e-07,40548733882.6,10.6079772981,1182137171.44,1.18213717144,-10.5353094245,3878354.75805,21.4307192955,1.35064908877e+18,6.3242990478e-05,6.3242990478e-05,1.21390286318e+39,4.88672699515e+44,7.67708472176e+34,7.67708472176e+34,1.57100749221e-10,1.57100749221e-10,2.48408160388e-06,2.48837274219e-06,1,True,3.85219399018e+12,2.42780572637e+39,star_forming,False
0,0,Output19,1,16472,True,7.7494414852e-07,38393067945.4,10.5842528175,1428774881.02,1.42877488102,-10.4292890111,4154515.80645,25.8044968382,1.62630192949e+18,7.0615186845e-05,7.0615186845e-05,1.46164728132e+39,5.23468991613e+44,1.03214495872e+35,1.03214495872e+35,1.97174039963e-10,1.97174039963e-10,2.79223278692e-06,2.79705624241e-06,1,True,4.63838503361e+12,2.92329456263e+39,star_forming,False
0,0,Output19,1,16473,True,7.76973567006e-07,67080166990.9,10.8265941351,787904415.814,0.787904415814,-10.9301206006,8110115.00789,82.389498214,5.19251356672e+18,0.00012381778586,0.00012381778586,4.66679845875e+39,1.02187449099e+45,5.77832652218e+35,5.77832652218e+35,5.65463427564e-10,5.65463427564e-10,4.56689984913e-06,4.57478896148e-06,1,True,1.48095976387e+13,9.3335969175e+39,star_forming,False
0,0,Output19,774,16475,False,7.75345709223e-07,18032023163.8,10.2560444566,982145668.049,0.982145668049,-10.2638685512,1756019.9829,4.17834513744,2.63335913956e+17,2.95485962173e-05,2.95485962173e-05,2.36674516416e+38,2.21258517846e+44,6.99339972048e+33,6.99339972048e+33,3.16073694634e-11,3.16073694634e-11,1.06967414733e-06,1.0715219609e-06,1,True,751061866165,4.73349032831e+38,star_forming,False
0,0,Output19,1,16475,True,7.75345709223e-07,10264071184.4,10.0113196553,696034613.769,0.696034613769,-10.1686888177,1069728.43321,1.49503606288,9.42231134732e+16,1.81323453435e-05,1.81323453435e-05,8.46835111907e+37,1.34785782584e+44,1.53551066981e+33,1.53551066981e+33,1.13922302514e-11,1.13922302514e-11,6.28282223593e-07,6.29367552638e-07,1,True,268734280781,1.69367022381e+38,star_forming,False
0,0,Output19,1,16465,True,7.67407572933e-07,62407612778.2,10.7952375702,3186717835.34,3.18671783534,-10.2918939592,5135914.62305,3.28559257193,2.07071099768e+17,8.68842099131e-06,8.68842099131e-06,1.86106223283e+38,6.47125242505e+44,1.61696921699e+33,1.61696921699e+33,2.49869594134e-12,2.49869594134e-12,2.87589188397e-07,2.88085985676e-07,1,True,590588667849,3.72212446566e+38,star_forming,False
0,0,Output19,1,16469,True,7.64262365522e-07,24696150543.6,10.3926292639,1246311952.3,1.2463119523,-10.2970025039,1786818.64598,4.61798085618,2.91043503922e+17,3.34921845976e-05,3.34921845976e-05,2.61576856388e+38,2.25139149393e+44,8.76078036059e+33,8.76078036059e+33,3.8912736342e-11,3.8912736342e-11,1.16184527255e-06,1.16385230756e-06,1,True,830086841960,5.23153712775e+38,star_forming,False
0,0,Output19,1,16471,True,7.6269426071e-07,43352597592.1,10.6370151246,1225549826.77,1.22554982677,-10.5486841516,3317192.26288,15.9350966276,1.0042931104e+18,5.64925253753e-05,5.64925253753e-05,9.02613633942e+38,4.17966225123e+44,5.09909236195e+34,5.09909236195e+34,1.21997713103e-10,1.21997713103e-10,2.1595372537e-06,2.16326775636e-06,1,True,2.86435012354e+12,1.80522726788e+39,star_forming,False
0,0,Output19,742,16470,False,7.63477938786e-07,10485499871.8,10.0205891393,457437653.462,0.457437653462,-10.3602572291,1790284.30269,3861.88194694,2.43391146169e+20,0.0259564907481,0.0259564907481,2.18749053078e+41,2.25575822139e+44,5.67795777236e+39,5.67795777236e+39,2.51709501423e-05,2.51709501423e-05,0.000969736255436,0.000971411430834,0.999999999925,True,6.94177279845e+14,4.37498106123e+41,star_forming,False
0,0,Output19,1,16470,True,7.63477938786e-07,24367826445.8,10.3868167928,655823045.551,0.655823045551,-10.5700301192,2588723.38493,8.37331348611,5.2771948874e+17,4.53070198761e-05,4.53070198761e-05,4.74290623425e+38,3.26179146501e+44,2.14886947026e+34,2.14886947026e+34,6.58800384178e-11,6.58800384178e-11,1.45408015354e-06,1.45659201105e-06,1,True,1.50511177177e+12,9.48581246851e+38,star_forming,False
0,0,Output19,1,16468,True,7.65047541623e-07,35675673678.2,10.5523721828,1659525003.4,1.6595250034,-10.3323883827,2215065.74537,6.97533741368,4.3961348155e+17,2.9776114624e-05,2.9776114624e-05,3.95104893185e+38,2.79098283917e+44,1.1764688588e+34,1.1764688588e+34,4.21524934617e-11,4.21524934617e-11,1.4156478773e-06,1.4180933448e-06,1,True,979400242089,6.17256950769e+38,star_forming,False
0,0,Output19,1,16463,True,7.68984686543e-07,32578455056.7,10.5129304852,1601375577.34,1.60137557734,-10.3084372845,2601116.953,8.70327357958,5.48514884985e+17,3.99041705244e-05,3.99041705244e-05,4.92980593495e+38,3.27740736078e+44,1.9671981668e+34,1.9671981668e+34,6.00229983719e-11,6.00229983719e-11,1.5041785754e-06,1.50677697567e-06,1,True,1.56442244032e+12,9.8596118699e+38,star_forming,False
0,0,Output19,1,16462,True,7.69774373229e-07,30212846178,10.4801916396,1423210963.09,1.42321096309,-10.3269223591,2318927.81149,3.69755437449,2.33034569568e+17,2.24627484838e-05,2.24627484838e-05,2.09441026224e+38,2.92184904247e+44,4.70462109426e+33,4.70462109426e+33,1.61015200507e-11,1.61015200507e-11,7.16809880249e-07,7.18048136806e-07,1,True,664639228548,4.18882052448e+38,star_forming,False
0,0,Output19,1,16466,True,7.66620144639e-07,64414081372.8,10.8089808176,420341055.003,0.420341055003,-11.1853790077,12034247.7019,4698.70219622,2.96130883532e+20,0.00407279092783,0.00407279092783,2.66149165158e+41,1.51631521044e+45,1.08396990531e+39,1.08396990531e+39,7.14871088702e-07,7.14871088702e-07,0.000175523640022,0.000175826849149,1,True,8.44596586438e+14,5.32298330316e+41,star_forming,False
0,0,Output19,1,16467,True,7.65833467762e-07,35924449856.1,10.5553901261,1640326161.76,1.64032616176,-10.3404599145,3926246.43102,16950.430514,1.06828348653e+21,0.0482795004816,0.0482795004816,9.60125315877e+41,4.94707050308e+44,4.63543706503e+40,4.63543706503e+40,9.3700646921e-05,9.3700646921e-05,0.00194079569976,0.0019441483363,0.999999922857,True,3.04685720621e+15,1.92025048362e+42,star_forming,False
0,0,Output19,1,16456,True,7.7452835542e-07,49441630696.3,10.6940927863,762434713.388,0.762434713388,-10.811890125,5973761.53042,51.9276821316,3.27268887178e+18,9.75832552053e-05,9.75832552053e-05,2.94134607191e+39,7.52693952833e+44,2.87026124382e+35,2.87026124382e+35,3.81331779406e-10,3.81331779406e-10,3.90775834034e-06,3.91450881563e-06,1,True,9.33405464711e+12,5.88269214382e+39,star_forming,False
0,0,Output19,1,16461,True,7.7056481411e-07,33132393458.6,10.5202528101,1307321069.43,1.30732106943,-10.4038705496,3592696.34634,18.8337778989,1.18697952254e+18,6.04340438817e-05,6.04340438817e-05,1.06680399294e+39,4.52679739639e+44,6.44712793225e+34,6.44712793225e+34,1.42421393486e-10,1.42421393486e-10,2.35664179225e-06,2.36071278406e-06,1,True,3.38539108436e+12,2.13360798588e+39,star_forming,False
0,0,Output19,1,16457,True,7.73734133252e-07,62742556070.2,10.7975622075,448860512.651,0.448860512651,-11.1454508063,11253521.3561,208.459267729,1.31379314021e+19,0.000191202193263,0.000191202193263,1.18077838856e+40,1.41794369087e+45,2.25767417649e+36,2.25767417649e+36,1.59221708946e-09,1.59221708946e-09,8.32739971382e-06,8.34178491913e-06,1,True,3.74707692854e+13,2.36155677711e+40,star_forming,False
0,0,Output19,1,16464,True,7.68195753335e-07,27706759331.1,10.4425857323,848048419.142,0.848048419142,-10.5141650834,4659128.59824,34.4933606757,2.17390865526e+18,8.37193547017e-05,8.37193547017e-05,1.95381166202e+39,5.87050203378e+44,1.63571851553e+35,1.63571851553e+35,2.78633497802e-10,2.78633497802e-10,3.32818496744e-06,3.33393425602e-06,1,True,6.20021730786e+12,3.90762332404e+39,star_forming,False
0,0,Output19,1,16459,True,7.72147961165e-07,53829178181.2,10.7310177494,9232998835.82,9.23299883582,-9.76567496862,4022203.16083,485388.29635,3.05910992124e+22,0.275402621889,0.275402621889,2.74939088404e+43,5.06797598265e+44,7.57189458062e+42,7.57189458062e+42,0.0149406678456,0.0149406678456,0.0542502745367,0.0543439894254,4.45127893654e-08,True,4.01059355023e+12,2.5276354234e+39,star_forming,True
0,0,Output19,1,16460,True,7.71356009849e-07,23935763018.5,10.3790472764,679784078.102,0.679784078102,-10.546676288,4233293.78317,30.0320552133,1.89273945724e+18,7.8069253085e-05,7.8069253085e-05,1.70110938919e+39,5.33395016679e+44,1.3280433943e+35,1.3280433943e+35,2.48979340409e-10,2.48979340409e-10,3.18921125245e-06,3.19472047024e-06,1,True,5.39829303022e+12,3.40221877839e+39,star_forming,False
0,0,Output19,1,16453,True,7.76915574737e-07,49207654286.3,10.6920326628,1161270560.73,1.16127056073,-10.6270992464,4532154.64039,26.0694302264,1.64299908437e+18,6.79565678649e-05,6.79565678649e-05,1.47665393574e+39,5.7105148469e+44,1.00348333397e+35,1.00348333397e+35,1.75725545047e-10,1.75725545047e-10,2.58585079512e-06,2.59031773509e-06,1,True,4.68600708455e+12,2.95330787148e+39,star_forming,False
0,0,Output19,1,16458,True,7.72940668734e-07,38025631915.1,10.5800764399,3038548244.86,3.03854824486,-10.0974103037,3180723.09968,2.11223348074,1.33121347291e+17,7.81602050041e-06,7.81602050041e-06,1.19643500278e+38,4.0077111056e+44,9.35136050913e+32,9.35136050913e+32,2.33334196571e-12,2.33334196571e-12,2.98533245349e-07,2.99048947991e-07,1,True,379676155904,2.39287000556e+38,star_forming,False
0,0,Output19,1,16447,True,7.65697144289e-07,100382516700,11.0016580797,571504256.685,0.571504256685,-11.2446386103,12664251.6579,190.487862725,1.20053020462e+19,0.000164215996254,0.000164215996254,1.07898273863e+40,1.59569570889e+45,1.77186225365e+36,1.77186225365e+36,1.11040108949e-09,1.11040108949e-09,6.7618326766e-06,6.77351343586e-06,1,True,3.4240390622e+13,2.15796547726e+40,star_forming,False
0,0,Output19,1,16455,True,7.75323335923e-07,11382553806.7,10.0562397119,995374923.347,0.995374923347,-10.0582530167,1374365.31853,2.66892441248,1.68206221919e+17,2.36952472281e-05,2.36952472281e-05,1.51176213045e+38,1.73170030134e+44,3.58215774311e+33,3.58215774311e+33,2.06857834484e-11,2.06857834484e-11,8.72992936062e-07,8.74500991764e-07,1,True,479741927475,3.0235242609e+38,star_forming,False
0,0,Output19,1,16451,True,7.62626751196e-07,61222620620.7,10.7869119155,3300660987.02,3.30066098702,-10.2683109956,2725106.02504,4.60862617574,2.90453934788e+17,2.21864155795e-05,2.21864155795e-05,2.61046978075e+38,3.43363359155e+44,5.79169674133e+33,5.79169674133e+33,1.68675445033e-11,1.68675445033e-11,7.60264516044e-07,7.61577838513e-07,1,True,828405328461,5.2209395615e+38,star_forming,False
0,0,Output19,1,16450,True,7.63393273628e-07,23880951855.9,10.3780516331,1399107824.47,1.39910782447,-10.2322004477,1993226.1881,293.387443637,1.8490442525e+19,0.0016875422548,0.0016875422548,1.66183809765e+40,2.51146499701e+44,2.80442201042e+37,2.80442201042e+37,1.11664785842e-07,1.11664785842e-07,6.6170068053e-05,6.62843738444e-05,1,True,5.2736696869e+13,3.3236761953e+40,star_forming,False
0,0,Output19,1,16454,True,7.76119075469e-07,65548197815,10.8165607557,323626524.485,0.323626524485,-11.3065166464,8708584.38777,131.238760997,8.27118821848e+18,0.000187138879928,0.000187138879928,7.43377324567e+39,1.09728163286e+45,1.39114799883e+36,1.39114799883e+36,1.26781307294e-09,1.26781307294e-09,6.77471765047e-06,6.78642066794e-06,1,True,2.35903032193e+13,1.48675464913e+40,star_forming,False
0,0,Output19,1,16452,True,7.76264231708e-07,35512564486.9,10.5503820354,3226705068.75,3.22670506875,-10.0416227641,1574506.53104,0.11100112762,6.99573214528e+15,9.00121839246e-07,9.00121839246e-07,6.28745049463e+36,1.98387822911e+44,5.6594715034e+30,5.6594715034e+30,2.85273129185e-14,2.85273129185e-14,3.16927238899e-08,3.1747471633e-08,1,True,19952567658.9,1.25749009893e+37,star_forming,False
0,0,Output19,1,16446,True,7.66466537778e-07,34537109987.4,10.5382859937,2452145158.95,2.45214515895,-10.1487398182,2130964.8627,5.30706261683,3.34472174667e+17,3.21831260598e-05,3.21831260598e-05,3.00608599125e+38,2.68501572701e+44,9.67452444032e+33,9.67452444032e+33,3.60315373315e-11,3.60315373315e-11,1.11957854139e-06,1.12151256254e-06,1,True,953950002152,6.0121719825e+38,star_forming,False
0,0,Output19,1,16448,True,7.64928469524e-07,27259524291.2,10.4355182726,1495714490.88,1.49571449088,-10.2606695714,3304438.41623,15.2224728508,9.59380728248e+17,5.38093833949e-05,5.38093833949e-05,8.62248397893e+38,4.16359240445e+44,4.63970546239e+34,4.63970546239e+34,1.11435150507e-10,1.11435150507e-10,2.07092413026e-06,2.07450155776e-06,1,True,2.73625526156e+12,1.72449679579e+39,star_forming,False
0,0,Output19,1,16449,True,7.64160512852e-07,13781627636.4,10.1393005116,888360818.549,0.888360818549,-10.190711116,1532305.04441,3.39945698487,2.14247287531e+17,2.6290036172e-05,2.6290036172e-05,1.92555859199e+38,1.93070435596e+44,5.06230050348e+33,5.06230050348e+33,2.6219967277e-11,2.6219967277e-11,9.97334773729e-07,9.99057624316e-07,1,True,611055914009,3.85111718398e+38,star_forming,False
0,0,Output19,1,16445,True,7.67236650654e-07,33138334810.7,10.5203306815,1035368719.12,1.03536871912,-10.5052356417,3641996.58743,21.5032371033,1.35521944917e+18,6.91720359549e-05,6.91720359549e-05,1.21801049827e+39,4.58891570016e+44,8.42522659797e+34,8.42522659797e+34,1.83599506909e-10,1.83599506909e-10,2.6542446579e-06,2.65882974516e-06,1,True,3.86522914124e+12,2.43602099654e+39,star_forming,False
0,0,Output19,1,16442,True,7.69551311999e-07,35796877816.4,10.5538451494,6642399936.2,6.6423999362,-9.73152012863,3628568.26483,557207.281715,3.51174170556e+22,0.27442930711,0.27442930711,3.15619604426e+43,4.57199601369e+44,8.66152693529e+42,8.66152693529e+42,0.0189447385985,0.0189447385985,0.0690332195131,0.0691524712687,3.9987379954e-09,True,4.8763778268e+12,3.07328707796e+39,star_forming,True
0,0,Output19,1,16440,True,7.71098028322e-07,46363187895.3,10.6661732901,1012119372.17,1.01211937217,-10.6609415526,3974375.22485,20.0489726528,1.26356592472e+18,5.86658181414e-05,5.86658181414e-05,1.13563641852e+39,5.00771278331e+44,6.66230396037e+34,6.66230396037e+34,1.33040856149e-10,1.33040856149e-10,2.26777466612e-06,2.271692144e-06,1,True,3.60382360001e+12,2.27127283704e+39,star_forming,False
0,0,Output19,1,16444,True,7.68007483548e-07,50201076187.6,10.7007130274,893648658.068,0.893648658068,-10.7495462199,5772654.85236,44.2924423065,2.79148571803e+18,8.49644829742e-05,8.49644829742e-05,2.50886224545e+39,7.27354511397e+44,2.13164183538e+35,2.13164183538e+35,2.93067795962e-10,2.93067795962e-10,3.44929770302e-06,3.45525620836e-06,1,True,7.96161238038e+12,5.01772449089e+39,star_forming,False
0,0,Output19,1,16441,True,7.70324308854e-07,36992247259.4,10.5681107153,1169754702.26,1.16975470226,-10.5000159156,2696130.7396,5.68057501673,3.58012410326e+17,2.62132066038e-05,2.62132066038e-05,3.21765507833e+38,3.39712473189e+44,8.4345057348e+33,8.4345057348e+33,2.48283663406e-11,2.48283663406e-11,9.47170131294e-07,9.48806324736e-07,1,True,1.0210892429e+12,6.43531015665e+38,star_forming,False
