observable_key,method,subset_size,bin_index,x_plot,n_train_mean,n_test_total,pca_components_mean,pca_explained_variance_mean,n_valid,rmse,bias,r2,normalized_rmse,coverage_1sigma
smf_z0,bin_by_bin,64,13,11.25,51.1875,64,,,64,0.9696482569325708,0.07409505240844129,0.3406240297658045,1.677327688813044,0.515625
smf_z0,bin_by_bin,128,0,8.0,102.390625,128,,,128,0.11083450731575024,0.0023860794642707305,0.7543958757371247,1.2379389072361147,0.6640625
smf_z0,bin_by_bin,128,1,8.25,102.390625,128,,,128,0.07332412559898657,0.0010594381216471709,0.7197243634686064,1.4065864196626665,0.6484375
smf_z0,bin_by_bin,128,2,8.5,102.390625,128,,,128,0.058365250491293263,0.0029501036143655835,0.8638335002174946,1.2752576111184275,0.6171875
smf_z0,bin_by_bin,128,3,8.75,102.390625,128,,,128,0.08689869348370928,-0.0065082258001340765,0.8315152091902304,1.5009422271241772,0.609375
smf_z0,bin_by_bin,128,4,9.0,102.390625,128,,,128,0.11405289223934305,-0.003043277592007728,0.838173967613244,1.5273055450752524,0.6171875
smf_z0,bin_by_bin,128,5,9.25,102.390625,128,,,128,0.12191531650630798,-0.00016428574074890158,0.8904661512658365,1.3564727713746267,0.703125
smf_z0,bin_by_bin,128,6,9.5,102.390625,128,,,128,0.19145914303425635,0.0011882509729495769,0.8280149998767128,1.567971812090868,0.6953125
smf_z0,bin_by_bin,128,7,9.75,102.390625,128,,,128,0.2544723709571664,0.015143433940609463,0.8014277916308803,1.5385943310240646,0.65625
smf_z0,bin_by_bin,128,8,10.0,102.390625,128,,,128,0.3539164123781467,0.024774290694790327,0.7503867956880078,1.5267429057090531,0.6015625
smf_z0,bin_by_bin,128,9,10.25,102.390625,128,,,128,0.4030598817534489,0.03452495258213192,0.7852618685283772,1.3692547502018544,0.5625
smf_z0,bin_by_bin,128,10,10.5,102.390625,128,,,128,0.46840958953910933,0.0587574359107334,0.7994724543385643,1.3848552582289637,0.5546875
smf_z0,bin_by_bin,128,11,10.75,102.390625,128,,,128,0.568248138090902,0.09666027854451109,0.7903283025726965,1.3616347689449677,0.5859375
smf_z0,bin_by_bin,128,12,11.0,102.390625,128,,,128,0.7054276118252752,0.14520444995673287,0.7110697609419963,1.436136918100262,0.578125
smf_z0,bin_by_bin,128,13,11.25,102.390625,128,,,128,0.7371135088714088,0.14958843258561394,0.665483573492355,1.5493246679419423,0.4921875
smf_z0,bin_by_bin,256,0,8.0,204.796875,256,,,256,0.13512624440376117,-0.0014759844534651444,0.6907020911168289,1.3163043587661891,0.765625
smf_z0,bin_by_bin,256,1,8.25,204.796875,256,,,256,0.0736329061711155,0.0001954317743612802,0.7557611565080165,1.3033948545897733,0.67578125
smf_z0,bin_by_bin,256,2,8.5,204.796875,256,,,256,0.04822642498208894,0.0012781567981108959,0.904789225531836,1.213452667100614,0.65625
smf_z0,bin_by_bin,256,3,8.75,204.796875,256,,,256,0.06278620133939494,4.443281193552886e-05,0.9029820594928023,1.3393894650711358,0.56640625
smf_z0,bin_by_bin,256,4,9.0,204.796875,256,,,256,0.09140451444650259,0.000943438268737681,0.8778705837079714,1.4724263072842658,0.65625
smf_z0,bin_by_bin,256,5,9.25,204.796875,256,,,256,0.1189968290149099,-0.005260064586909661,0.8730927294331948,1.444248806577209,0.69140625
smf_z0,bin_by_bin,256,6,9.5,204.796875,256,,,256,0.15642240734897014,-0.005434394021272488,0.8630792863001278,1.3872732739377294,0.72265625
smf_z0,bin_by_bin,256,7,9.75,204.796875,256,,,256,0.20500506390580808,0.011510997831838787,0.8478605891073788,1.3442110256380793,0.6796875
smf_z0,bin_by_bin,256,8,10.0,204.796875,256,,,256,0.267905819282817,0.02170237128002405,0.8314470853374103,1.342077464566742,0.625
smf_z0,bin_by_bin,256,9,10.25,204.796875,256,,,256,0.32682527539012085,0.022230288222100405,0.8327151629674375,1.323150053408091,0.63671875
smf_z0,bin_by_bin,256,10,10.5,204.796875,256,,,256,0.4381754652553276,0.018556949352209764,0.8006438620595531,1.39225949189294,0.58203125
smf_z0,bin_by_bin,256,11,10.75,204.796875,256,,,256,0.5537166172948792,0.02699720809762709,0.7828297068241938,1.4207941173066183,0.55859375
smf_z0,bin_by_bin,256,12,11.0,204.796875,256,,,256,0.6044256768805341,0.0660760514394339,0.7865630604147639,1.3699890284130454,0.5390625
smf_z0,bin_by_bin,256,13,11.25,204.796875,256,,,256,0.6160259798833647,0.07442273718361439,0.7685441579826824,1.4099334660046419,0.55859375
smf_z0,bin_by_bin,512,0,8.0,409.59765625,512,,,512,0.12254392220629208,-0.0016574496173350469,0.7811430834970106,1.378194197119516,0.765625
smf_z0,bin_by_bin,512,1,8.25,409.59765625,512,,,512,0.08474286456517012,-0.00032068389826840843,0.7110437205011333,1.3346213368710353,0.724609375
smf_z0,bin_by_bin,512,2,8.5,409.59765625,512,,,512,0.053320553823219416,0.0002673752303116116,0.8902965819008629,1.2709570380583648,0.685546875
smf_z0,bin_by_bin,512,3,8.75,409.59765625,512,,,512,0.06005376308696587,0.0014554837922274707,0.913406689820904,1.3355709108000204,0.619140625
smf_z0,bin_by_bin,512,4,9.0,409.59765625,512,,,512,0.0772015426496143,0.004340638089139979,0.9128068458617477,1.323790879960267,0.69140625
smf_z0,bin_by_bin,512,5,9.25,409.59765625,512,,,512,0.09679928884647401,0.0032436977535145583,0.9160231293326265,1.2893854647573502,0.6875
