target_redshift,redshift,output_name,mode_criterion,lambda_threshold,population,mass_low_log10_msun,mass_high_log10_msun,mass_center_log10_msun,fraction,lower,upper,effective_n,effective_successes,total_weight,success_weight,raw_n,raw_successes,is_upper_limit
0.05,0.05,pooled_selected_outputs,inclusive,0.001,quiescent,11.6,12,11.8,0,0.000621021467311,0.0303350166333,31.9999655819,0,2.46523046175e-05,0,32,0,True
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.1,star_forming,10,10.4,10.2,0.00714699869406,0.00597880985198,0.00854233590012,4340.8882819,31.0243228818,0.00334299004806,2.38923455078e-05,4341,31,False
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.1,star_forming,10.4,10.8,10.6,0.00866267480137,0.00701157407469,0.0107005188954,2541.93685785,22.0199723652,0.00195751431059,1.69573098917e-05,2542,22,False
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.1,star_forming,10.8,11.2,11,0.0101373686779,0.00742234479528,0.013844815749,987.974147315,10.0154581755,0.000760874828084,7.71326864999e-06,988,10,False
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.1,star_forming,11.2,11.6,11.4,0.0147894605359,0.00761133475744,0.0291654602406,134.997794,1.9965445468,0.000104005480268,1.53818494594e-06,135,2,False
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.1,star_forming,11.6,12,11.8,0,0.00131271404374,0.0630571020649,14.9999893706,0,1.15527875603e-05,0,15,0,True
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.1,quiescent,10,10.4,10.2,0,0.000169414302714,0.0083665472965,117.998633627,0,9.0893273906e-05,0,118,0,True
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.1,quiescent,10.4,10.8,10.6,0,0.000343887851504,0.0169111733943,57.9989908527,0,4.46771680809e-05,0,58,0,True
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.1,quiescent,10.8,11.2,11,0,0.000185064174424,0.00913594608947,107.998094617,0,8.3171556918e-05,0,108,0,True
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.1,quiescent,11.2,11.6,11.4,0,0.000130724914987,0.00646193480965,152.998642439,0,0.000117819008543,0,153,0,True
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.1,quiescent,11.6,12,11.8,0,0.000621021467311,0.0303350166333,31.9999655819,0,2.46523046175e-05,0,32,0,True
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.01,star_forming,10,10.4,10.2,0.0486187244142,0.0454576736755,0.0519877261268,4340.8882819,211.048451091,0.00334299004806,0.000162531911866,4341,211,False
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.01,star_forming,10.4,10.8,10.6,0.0613874770529,0.0567978240835,0.0663221763855,2541.93685785,156.043090531,0.00195751431059,0.000120166864822,2542,156,False
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.01,star_forming,10.8,11.2,11,0.073872717411,0.0659790356711,0.0826286401217,987.974147315,72.9843349939,0.000760874828084,5.62078911602e-05,988,73,False
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.01,star_forming,11.2,11.6,11.4,0.170515110574,0.14063543832,0.205256046332,134.997794,23.0191637711,0.000104005480268,1.77345059682e-05,135,23,False
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.01,star_forming,11.6,12,11.8,0,0.00131271404374,0.0630571020649,14.9999893706,0,1.15527875603e-05,0,15,0,True
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.01,quiescent,10,10.4,10.2,0,0.000169414302714,0.0083665472965,117.998633627,0,9.0893273906e-05,0,118,0,True
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.01,quiescent,10.4,10.8,10.6,0,0.000343887851504,0.0169111733943,57.9989908527,0,4.46771680809e-05,0,58,0,True
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.01,quiescent,10.8,11.2,11,0,0.000185064174424,0.00913594608947,107.998094617,0,8.3171556918e-05,0,108,0,True
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.01,quiescent,11.2,11.6,11.4,0,0.000130724914987,0.00646193480965,152.998642439,0,0.000117819008543,0,153,0,True
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.01,quiescent,11.6,12,11.8,0,0.000621021467311,0.0303350166333,31.9999655819,0,2.46523046175e-05,0,32,0,True
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.001,star_forming,10,10.4,10.2,0.0633799365275,0.0597820119365,0.0671790083468,4340.8882819,275.12522378,0.00334299004806,0.000211878497058,4341,275,False
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.001,star_forming,10.4,10.8,10.6,0.0857837601002,0.0803916860274,0.0915016798337,2541.93685785,218.056901604,0.00195751431059,0.000167922938012,2542,218,False
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.001,star_forming,10.8,11.2,11,0.117398753509,0.107545135157,0.128026483569,987.974147315,115.986933394,0.000760874828084,8.93257563935e-05,988,116,False
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.001,star_forming,11.2,11.6,11.4,0.318733065676,0.280097026746,0.360042843133,134.997794,43.0282607411,0.000104005480268,3.3149985573e-05,135,43,False
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.001,star_forming,11.6,12,11.8,0,0.00131271404374,0.0630571020649,14.9999893706,0,1.15527875603e-05,0,15,0,True
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.001,quiescent,10,10.4,10.2,0,0.000169414302714,0.0083665472965,117.998633627,0,9.0893273906e-05,0,118,0,True
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.001,quiescent,10.4,10.8,10.6,0,0.000343887851504,0.0169111733943,57.9989908527,0,4.46771680809e-05,0,58,0,True
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.001,quiescent,10.8,11.2,11,0,0.000185064174424,0.00913594608947,107.998094617,0,8.3171556918e-05,0,108,0,True
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.001,quiescent,11.2,11.6,11.4,0,0.000130724914987,0.00646193480965,152.998642439,0,0.000117819008543,0,153,0,True
0.05,0.05,pooled_selected_outputs,thin_disk_dominated,0.001,quiescent,11.6,12,11.8,0,0.000621021467311,0.0303350166333,31.9999655819,0,2.46523046175e-05,0,32,0,True
