target_redshift,redshift,output_name,node_index,merger_tree_index,is_central_galaxy,weight,stellar_mass_msun,log10_stellar_mass_msun,sfr_raw_msun_per_gyr,sfr_msun_per_year,log10_ssfr_per_year,black_hole_mass_msun,mdot_rest_msun_per_gyr,mdot_rest_g_per_s,radiative_efficiency_catalog,radiative_efficiency_used,rest_mass_power_erg_s,eddington_luminosity_erg_s,bolometric_luminosity_catalog_erg_s,bolometric_luminosity_erg_s,eddington_ratio_catalog,eddington_ratio,accretion_rate_eddington_paper,accretion_rate_eddington_galacticus,fraction_adaf,valid_accreting_black_hole,power_jet_galacticus,power_jet_erg_s,hbeta_agn_intrinsic_erg_s,velocity_dispersion_km_s,bolometric_luminosity_hbeta_erg_s,black_hole_mass_sigma_msun,lambda_raw,lambda_hbeta_true_bh,lambda_raw_sigma_bh,lambda_mock_observed,valid_sigma_sample,population
0.0,0.0,Output19,9589,17370,False,7.690330015210334e-07,19852452032.58365,10.2978141553537,1123746517.3395133,1.1237465173395134,-10.24714579655464,1374536.7127886612,185.72812720004603,1.170532459977822e+19,0.0015920399493401342,0.0015920399493401342,1.0520221102846142e+40,1.8968606636483524e+44,1.6748612271622183e+37,1.6748612271622183e+37,8.829648161614841e-08,8.829648161614841e-08,5.546122234730691e-05,6.084817472137017e-05,1.0,True,33384823231626.348,2.1040442205692284e+40,2.5881265736485725e+33,107.0944636815077,3.375381797659223e+35,20250833.74839757,8.829648161614841e-08,1.7794569007336242e-09,5.993173273721076e-09,1.2078163641420636e-10,True,star_forming
0.0,0.0,Output19,9691,17370,False,7.690330015210334e-07,29162551284.28862,10.46482551553825,232666433.29314065,0.23266643329314066,-11.098091783248872,1497176.135022097,0.1094871719987608,6900316646045018.0,9.282964934969749e-07,9.282964934969749e-07,6.201695320556827e+36,2.066103066330494e+44,5.7570120198095e+30,5.7570120198095e+30,2.786410858986939e-14,2.786410858986939e-14,3.0016388928609255e-08,3.293188286754927e-08,1.0,True,19680432567.82699,1.2403390641113654e+37,8.71075603884632e+26,107.74737321764884,7.767225319597651e+27,20799718.65756166,2.786410858986939e-14,3.759360046540489e-17,2.005675129132116e-15,2.7060097481606013e-18,True,star_forming
0.0,0.0,Output19,9402,17370,False,7.690330015210334e-07,16531938280.458946,10.218323775238623,476602708.15445995,0.47660270815445993,-10.540167269470745,1145912.3651900897,239.3738678513802,1.5086292346483786e+19,0.00250358648806626,0.00250358648806626,1.355888337433992e+40,1.5813590639623238e+44,3.3945837209263684e+37,3.3945837209263684e+37,2.1466242539633902e-07,2.1466242539633902e-07,8.574196514462805e-05,9.407008816723812e-05,1.0,True,43027700677138.12,2.711776674867984e+40,5.257902627155686e+33,95.09438174241166,7.790382758306821e+35,12004647.15342919,2.1466242539633902e-07,4.926384485245806e-09,2.049075865866606e-08,4.702516304872153e-10,True,star_forming
0.0,0.0,Output19,9268,17370,False,7.690330015210334e-07,15970173993.27333,10.203309647754441,662620644.5339798,0.6626206445339797,-10.382044685167875,1091386.8516756692,199.2570369010359,1.2557970248655122e+19,0.0020989645782274933,0.0020989645782274933,1.128654079540167e+40,1.5061138553124233e+44,2.3690049340267663e+37,2.3690049340267663e+37,1.5729255299463052e-07,1.5729255299463052e-07,7.493816457229541e-05,8.221691369583095e-05,1.0,True,35816658762911.83,2.2573081590803336e+40,3.6328993126869464e+33,95.84336240896896,5.036153588839495e+35,12426276.161355708,1.5729255299463052e-07,3.3438066923531566e-09,1.3814840582627874e-08,2.936830480179185e-10,True,star_forming
0.0,0.0,Output19,8457,17370,False,7.690330015210334e-07,39333549749.31624,10.594763142112106,300922159.2293037,0.3009221592293037,-11.116308972728056,4021179.5377881336,0.0355089923093983,2237917796612728.5,1.0593070050798717e-07,1.0593070050798717e-07,2.0113402092929778e+36,5.549227762147624e+44,2.1306267733028668e+29,2.1306267733028668e+29,3.839501394836038e-16,3.839501394836038e-16,3.6245407388262662e-09,3.976592632230979e-09,1.0,True,6382778145.95951,4.022680418585955e+36,3.232105195165887e+25,117.25084675006467,1.592916001685168e+26,30170212.22616713,3.839501394836038e-16,2.870518331488864e-19,5.117406642182281e-17,3.8259159368515914e-20,True,star_forming
0.0,0.0,Output19,1,17370,True,7.690330015210334e-07,533051430789.54156,11.726769113399044,13254254730.799915,13.254254730799916,-10.604413800447293,48251230.19351987,381372.59754397714,2.4035616548831103e+22,0.08075626568120758,0.08075626568120758,2.1602134847394308e+43,6.658669766705742e+45,1.7445077410174473e+42,1.7445077410174473e+42,0.0002619904278389393,0.0002619904278389393,0.0032442117726588474,0.003559322287195446,0.9999673668522443,True,6.854988238869279e+16,4.3202859832426646e+43,3.4037813904345155e+38,218.30403894330715,3.704373410581987e+41,464878874.40004796,0.0002619904278389393,5.563233409027671e-05,2.7192804703095608e-05,5.774253695345955e-06,True,star_forming
0.0,0.0,Output19,19489,17372,False,7.704359351213936e-07,209311186114.44052,11.320792438744608,5359075447.03006,5.35907544703006,-10.591702567500926,24591750.331151593,590564.8866367938,3.7219745870097727e+22,0.289146225099401,0.289146225099401,3.345143935201861e+43,3.39366154569892e+45,9.672357412777734e+42,9.672357412777734e+42,0.0028501243516862625,0.0028501243516862625,0.009857034622210487,0.010814449078870383,0.3136779304265738,True,3.330039550608367e+16,2.0987232498169977e+43,1.5177052776653193e+39,165.82718581506728,2.1617286793953142e+42,138660650.59397343,0.0028501243516862625,0.0006369900622927644,0.0005054753902362705,0.00011297149197141582,True,star_forming
0.0,0.0,Output19,19470,17372,False,7.704359351213936e-07,15459742189.10949,10.18920224722909,440151033.7141866,0.4401510337141866,-10.54560052107578,1443962.4540483127,67.11847025391776,4.2300727025393254e+18,0.0005652570144509202,0.0005652570144509202,3.801799747840465e+39,1.9926681865866715e+44,2.1489939750045624e+36,2.1489939750045624e+36,1.0784504863730816e-08,1.0784504863730816e-08,1.9078940354604317e-05,2.0932079154795896e-05,1.0,True,12064614545920.326,7.603599495680929e+39,3.455974591264987e+32,86.31929222061491,3.136990750596111e+34,7840479.976490343,1.0784504863730816e-08,1.5742664893795488e-10,1.9861564796316773e-09,2.8992889595364628e-11,True,star_forming
0.0,0.0,Output19,18203,17372,False,7.704359351213936e-07,30189940173.520588,10.479862252395883,433546890.72995114,0.4335468907299511,-10.84282617645686,6847217.036121633,1.6615063664554026,1.0471473350404694e+17,2.5931967812018446e-06,2.5931967812018446e-06,9.411290902680794e+37,9.449159509847854e+44,2.4405329275786038e+32,2.4405329275786038e+32,2.5828042431023586e-13,2.5828042431023586e-13,9.959923835418808e-08,1.0927331928495282e-07,1.0,True,298657490271.19714,1.8822581805361584e+38,3.9409658520177197e+28,95.3716812737362,6.979288528002178e+29,12159439.311282188,2.5828042431023586e-13,7.38614743536545e-16,1.4544273598149044e-13,4.1592834386544954e-16,True,star_forming
0.0,0.0,Output19,16657,17372,False,7.704359351213936e-07,105605299836.462,11.023685713955123,446154672.0670252,0.4461546720670252,-11.374200268740461,15044065.302745739,111.82182376346012,7.047455677408942e+18,7.667071294669622e-05,7.667071294669622e-05,6.333937286989474e+39,2.076081011778912e+45,4.856274875531458e+35,4.856274875531458e+35,2.339154805606698e-10,2.339154805606698e-10,3.050910465946689e-06,3.34724561115259e-06,1.0,True,20100088640641.1,1.2667874573978947e+40,7.96330861042516e+31,145.61154641428507,5.549966799451972e+33,78258154.37815954,2.339154805606698e-10,2.6732900922283492e-12,4.496706819679318e-11,5.139036441663179e-13,True,star_forming
0.0,0.0,Output19,16304,17372,False,7.704359351213936e-07,43038875871.07476,10.633860919503947,1815775441.9271774,1.8157754419271774,-10.374798781465406,3085083.1187824416,0.6182498865878162,3.896456457826527e+16,2.4805555644170585e-06,2.4805555644170585e-06,3.5019604201941074e+37,4.257414703919769e+44,8.686807406680793e+31,8.686807406680793e+31,2.0403949370219714e-13,2.0403949370219714e-13,8.225556267680193e-08,9.02450511858525e-08,1.0,True,111131057464.84998,7.003920840388214e+37,1.3857505580235426e+28,113.56785385366094,2.0332387281262965e+29,26217535.320057314,2.0403949370219714e-13,4.775759162607084e-16,2.400983883118837e-14,5.619755553703008e-17,True,star_forming
0.0,0.0,Output19,13361,17372,False,7.704359351213936e-07,147042317510.9894,11.167442338943443,74260815.67367713,0.07426081567367714,-12.296682623778167,14975465.629711535,0.0012971534521445866,81751765023297.48,9.305064180877605e-10,9.305064180877605e-10,7.347482218556404e+34,2.0666142569001916e+45,6.8368793611524306e+25,6.8368793611524306e+25,3.3082513286283895e-20,3.3082513286283895e-20,3.555323493014718e-11,3.900652310531999e-11,1.0,True,233164676.54625756,1.4694964437112808e+35,1.1736898120339308e+22,157.87206484181613,1.3901860783271665e+22,111689228.67278828,3.3082513286283895e-20,6.726877421296656e-24,4.435754875831855e-21,9.019501953320788e-25,True,quiescent
0.0,0.0,Output19,13360,17372,False,7.704359351213936e-07,29258885751.355873,10.466257783127237,417183827.69804746,0.41718382769804746,-10.845930318649902,1862342.6562640516,205.03058756430664,1.2921842353681291e+19,0.0014295123875424413,0.0014295123875424413,1.161357273419181e+40,2.570032865644391e+44,1.6601746087152332e+37,1.6601746087152332e+37,6.459740771832399e-08,6.459740771832399e-08,4.518842108768095e-05,4.9577575562749475e-05,1.0,True,36854460474574.625,2.3227145468383616e+40,2.635404842816399e+33,110.07247603875997,3.448258860289479e+35,22848329.697252374,6.459740771832399e-08,1.3417178069529815e-09,5.265264878087891e-09,1.0936196814676038e-10,True,star_forming
0.0,0.0,Output19,13067,17372,False,7.704359351213936e-07,10857328730.330204,10.035722987280487,238177101.90091473,0.23817710190091473,-10.658822980747042,618259.0700549793,174.63481425473105,1.1006179936719337e+19,0.003295197643726929,0.003295197643726929,9.891861216235764e+39,8.531975166758713e+43,3.2595637771813887e+37,3.2595637771813887e+37,3.820409358293635e-07,3.820409358293635e-07,0.00011593870144835021,0.0001271998355629561,1.0,True,31390788739836.35,1.978372243247153e+40,5.29634168429049e+33,83.13262930702935,7.857631796678076e+35,6644505.905975028,3.820409358293635e-07,9.209628067475002e-09,3.554820735374691e-08,8.569389756172984e-10,True,star_forming
0.0,0.0,Output19,12863,17372,False,7.704359351213936e-07,13074484913.699806,10.116424588281623,485763195.5769748,0.4857631955769748,-10.4299999814011,992765.9152364118,205.37916176711198,1.2943810885063459e+19,0.0020878651741984807,0.0020878651741984807,1.1633317065540774e+40,1.3700169630262483e+44,2.4288797561551445e+37,2.4288797561551445e+37,1.7728829800690646e-07,1.7728829800690646e-07,8.491367172450033e-05,9.316134254975282e-05,1.0,True,36917117048563.695,2.3266634131081544e+40,3.922096262786822e+33,85.67796621291434,5.512537202580009e+35,7587387.661936199,1.7728829800690646e-07,4.023699962373673e-09,2.3197151282318676e-08,5.264779333501524e-10,True,star_forming
