target_redshift,redshift,output_name,node_index,merger_tree_index,is_central_galaxy,weight,stellar_mass_msun,log10_stellar_mass_msun,sfr_raw_msun_per_gyr,sfr_msun_per_year,log10_ssfr_per_year,black_hole_mass_msun,mdot_rest_msun_per_gyr,mdot_rest_g_per_s,radiative_efficiency_catalog,radiative_efficiency_used,rest_mass_power_erg_s,eddington_luminosity_erg_s,bolometric_luminosity_catalog_erg_s,bolometric_luminosity_erg_s,eddington_ratio_catalog,eddington_ratio,accretion_rate_eddington_paper,accretion_rate_eddington_galacticus,fraction_adaf,valid_accreting_black_hole,power_jet_galacticus,power_jet_erg_s,hbeta_agn_intrinsic_erg_s,velocity_dispersion_km_s,bolometric_luminosity_hbeta_erg_s,black_hole_mass_sigma_msun,lambda_raw,lambda_hbeta_true_bh,lambda_raw_sigma_bh,lambda_mock_observed,valid_sigma_sample,population
0.0,0.0,Output19,2384,17146,False,7.654139030412865e-07,31588876591.781754,10.499534181186393,7514715363.936895,7.5147153639368955,-9.623621645792758,4274260.400039324,2012974.031144978,1.2686562235184268e+23,0.382041531485106,0.382041531485106,1.1402113509238797e+44,5.898479352054266e+44,4.3560809072366067e+43,4.3560809072366067e+43,0.07385091389223075,0.07385091389223075,0.19330598326614093,0.21208180683085065,5.432076956969669e-14,True,21799238899438.707,1.3738746585820252e+40,6.40405162197466e+39,104.11377539146588,1.181997865725199e+43,17885623.237772312,0.07385091389223075,0.02003902692841578,0.01764870212012761,0.004788875294798915,True,star_forming
0.0,0.0,Output19,1792,17146,False,7.654139030412865e-07,43766459455.41905,10.641141415217925,3181648033.7428756,3.1816480337428756,-10.138489280591772,2371935.277502181,8.218175481783579,5.179420752388425e+17,4.400370248928993e-05,4.400370248928993e-05,4.655031224066041e+38,3.2732706829530095e+44,2.048386090621572e+34,2.048386090621572e+34,6.257918421746908e-11,6.257918421746908e-11,1.4221345177192814e-06,1.5602665420820151e-06,1.0,True,1477225554804.1863,9.310062448132082e+38,3.3380561118245744e+30,109.82950530665624,1.3143846745624052e+32,22627248.15888603,6.257918421746908e-11,4.0155086513548637e-13,6.5599569881603415e-12,4.209317262259925e-14,True,star_forming
0.0,0.0,Output19,1,17146,True,7.654139030412865e-07,87949994565.32455,10.944235816957214,991930332.3651993,0.9919303323651993,-10.947754646145627,10477237.91632816,32.00162556194817,2.016869607045015e+18,3.128736288689362e-05,3.128736288689362e-05,1.8126720041685977e+39,1.445858832453286e+45,5.671372678933566e+34,5.671372678933566e+34,3.9224940579507095e-11,3.9224940579507095e-11,1.253699160306622e-06,1.3754710467191257e-06,1.0,True,5752325340359.486,3.625344008337194e+39,9.408848241790636e+30,132.93379715619275,4.464502054832051e+32,52415993.766348034,3.9224940579507095e-11,3.0877855808764055e-13,7.840527388210658e-12,6.172059678895155e-14,True,star_forming
0.0,0.0,Output19,1,17145,True,7.655852236414051e-07,137373296652.17496,11.1379023204696,1529808953.869976,1.529808953869976,-10.953265121979195,13434356.512815615,70.34839961785303,4.433635685751317e+18,6.939053142524276e-05,6.939053142524276e-05,3.984753033201358e+39,1.853941198768555e+45,2.7650413057219024e+35,2.7650413057219024e+35,1.491439592344422e-10,1.491439592344422e-10,2.1493416489412685e-06,2.358107352407583e-06,1.0,True,12645197694478.514,7.969506066402714e+39,4.44722779994381e+31,144.7532601740964,2.7909076332853054e+33,76248758.33584265,1.491439592344422e-10,1.5053916678366675e-12,2.627784587996979e-11,2.6523669104304756e-13,True,star_forming
0.0,0.0,Output19,1,17138,True,7.688849839262835e-07,147871677229.38666,11.169884998872469,2075086644.6541884,2.0750866446541885,-10.85284876360287,13040273.023261227,73.14065469305666,4.609614696111082e+18,6.161915719916121e-05,6.161915719916121e-05,4.142915080111177e+39,1.7995576772100492e+45,2.5528293558414617e+35,2.5528293558414617e+35,1.4185871273652368e-10,1.4185871273652368e-10,2.302185216166097e-06,2.52579662592006e-06,1.0,True,13147108436317.197,8.285830160222351e+39,4.060862266324115e+31,151.21511940313647,2.5070878163291955e+33,92403191.74887685,1.4185871273652368e-10,1.3931689148280417e-12,2.0019615229742736e-11,1.966090421016117e-13,True,star_forming
0.0,0.0,Output19,2266,17144,False,7.684539872867557e-07,42433202183.60148,10.627705806647437,1798405005.2162766,1.7984050052162766,-10.372818304053629,4983997.1280096555,1.3875501200232,8.744892224018915e+16,3.149800756953396e-06,3.149800756953396e-06,7.859517173832328e+37,6.877916036653324e+44,2.475591314342528e+32,2.475591314342528e+32,3.599333433484466e-13,3.599333433484466e-13,1.1427178133533357e-07,1.2537100738372418e-07,1.0,True,249413571225.54874,1.5719034347664653e+38,4.115900766473668e+28,113.02190229121842,7.346298596767214e+29,25667496.708291583,3.599333433484466e-13,1.0680994879288751e-15,6.989021056128432e-14,2.07398673924693e-16,True,star_forming
0.0,0.0,Output19,1197,17144,False,7.684539872867557e-07,11035897332.482271,10.042807651562148,74716753.14416054,0.07471675314416054,-11.169389660425393,1481610.5875854408,1726.3959122152394,1.0880433052794275e+20,0.011978693129748995,0.011978693129748995,9.778845553098097e+40,2.044622610867908e+44,1.1713779004377269e+39,1.1713779004377269e+39,5.7290665485719955e-06,5.7290665485719955e-06,0.00047827141796828417,0.000524725953974304,0.9999999999998417,True,310321453330654.56,1.9557691106193095e+41,3.432092573680968e+35,75.76120005939406,1.0788463892338858e+38,4416051.589906351,5.7290665485719955e-06,5.27650620461413e-07,1.922134622418633e-06,1.7702980363919053e-07,True,star_forming
0.0,0.0,Output19,1,17144,True,7.684539872867557e-07,62346301449.17856,10.794810695058255,2264729278.162304,2.264729278162304,-10.439794400421192,5088251.087422438,9.661806392394483,6.089254317488297e+17,2.2094710365669074e-05,2.2094710365669074e-05,5.472748852488133e+38,7.021786500642964e+44,1.2091880079977308e+34,1.2091880079977308e+34,1.722051799619668e-11,1.722051799619668e-11,7.793955073950211e-07,8.550982470967133e-07,1.0,True,1736719706223.406,1.0945497704976266e+39,1.9026614299055607e+30,126.79572086902515,6.770902919810077e+31,42572411.01797436,1.722051799619668e-11,9.642706908263424e-14,2.058194904280396e-12,1.1524955420295987e-14,True,star_forming
0.0,0.0,Output19,1,17141,True,7.764039412880539e-07,136060427468.97932,11.133731831074991,2440835393.944438,2.440835393944438,-10.746193338799166,12080955.280490775,23202.646758289786,1.4623229985366834e+21,0.02047194496188403,0.02047194496188403,1.3142703679207958e+42,1.6671718287077268e+45,2.690567063710961e+40,2.690567063710961e+40,1.6138510844419063e-05,1.6138510844419063e-05,0.0007883232821535407,0.0008648931772368676,0.9999999999765781,True,4170699786785110.5,2.628540735780026e+42,5.49218624746698e+36,147.28113046281322,2.8438023087662355e+39,82283981.6158172,1.6138510844419063e-05,1.7057643728124587e-06,2.3694603004926034e-06,2.5044076261667474e-07,True,star_forming
0.0,0.0,Output19,1451,17139,False,7.660811570477288e-07,13913233047.260206,10.14342805964237,980528521.330809,0.980528521330809,-10.151967828822212,719484.4445064932,175.70776650354708,1.107380165100565e+19,0.002952548628667835,0.002952548628667835,9.952636582145649e+39,9.928885334189606e+43,2.9385643492243464e+37,2.9385643492243464e+37,2.9596115276964183e-07,2.9596115276964183e-07,0.0001002392136393625,0.00010997545541397276,1.0,True,31583653017868.49,1.9905273164291296e+40,4.639056636734132e+33,82.8436113754111,6.720274551276253e+35,6543464.023107126,2.9596115276964183e-07,6.7684078575621504e-09,3.2542311663059176e-08,7.442180701834298e-10,True,star_forming
0.0,0.0,Output19,1,17139,True,7.660811570477288e-07,143245989307.06787,11.156082471154658,1802359891.7798052,1.8023598917798052,-10.900240956760078,11545375.885272797,59.57346185266345,3.754556291664142e+18,5.5962281831866307e-05,5.5962281831866307e-05,3.3744269109920495e+39,1.593261872167646e+45,1.888406298139711e+35,1.888406298139711e+35,1.185245395705427e-10,1.185245395705427e-10,2.1179361471828317e-06,2.323651432084679e-06,1.0,True,10708391471072.305,6.748853821984099e+39,2.986037358636721e+31,148.4262152038859,1.7442646511612976e+33,85136289.3434496,1.185245395705427e-10,1.094775869322857e-12,1.6073173631639974e-11,1.4846311741951875e-13,True,star_forming
0.0,0.0,Output19,2450,17142,False,7.742210985831475e-07,15059753552.696507,10.177817864854076,1620905639.3211918,1.6209056393211918,-9.968060131631052,631812.2308822625,0.5855592846204939,3.690427294038372e+16,8.200700616980753e-06,8.200700616980753e-06,3.3167906422686874e+37,8.719008786175222e+43,2.7200007066448813e+32,2.7200007066448813e+32,3.1196214768789876e-12,3.1196214768789876e-12,3.804091409481958e-07,4.173583071983289e-07,1.0,True,31303327227.435707,1.9728600711918433e+37,4.491208178866788e+28,85.57326683701675,8.143077341980111e+29,7546676.11278098,3.1196214768789876e-12,9.339453075092318e-15,2.6117657301829063e-13,7.8190458877661075e-16,True,star_forming
0.0,0.0,Output19,2120,17142,False,7.742210985831475e-07,69738705578.62456,10.843473882167034,635327898.7389907,0.6353278987389906,-11.040475955523155,9060371.392534625,101.31091094711853,6.385016184748097e+18,0.00012250565225565123,0.00012250565225565123,5.738566362360749e+39,1.2503312521697782e+45,7.030068152333433e+35,7.030068152333433e+35,5.622564532505858e-10,5.622564532505858e-10,4.589636828162341e-06,5.035428571675146e-06,1.0,True,18210741175253.46,1.1477132724721495e+40,1.2029678867015146e+32,115.55515248542315,9.030249714929986e+33,28297039.760995094,5.622564532505858e-10,7.222285853656163e-12,1.8002774591713848e-10,2.3124889631519772e-12,True,star_forming
0.0,0.0,Output19,1,17142,True,7.742210985831475e-07,76843623501.71597,10.885607835493369,102685151037.2886,102.6851510372886,-8.874100189255552,11487634.486352295,22809893.38607404,1.437570120344512e+24,0.382041531485106,0.382041531485106,1.2920235904569403e+45,1.5852935591166166e+45,4.936066712130549e+44,4.936066712130549e+44,0.31136609896283846,0.31136609896283846,0.8150058915125492,0.8941674702939489,1.3574589038063616e-14,True,298381945211819.3,1.8805215860792463e+41,4.004750106195883e+40,134.28024811312375,1.0281086129526826e+44,54792537.46134853,0.31136609896283846,0.06485288526155258,0.06528005641004771,0.013596855991486035,True,star_forming
0.0,0.0,Output19,2622,17140,False,7.632867122437861e-07,21838648501.35118,10.33922575827414,995147666.60561,0.99514766660561,-10.341338229253372,2625543.7167239557,29.94221176459179,1.887077166089888e+18,0.00013224487581895764,0.00013224487581895764,1.6960203756992845e+39,3.6232503290790585e+44,2.2429000397077375e+35,2.2429000397077375e+35,6.190298312283126e-10,6.190298312283126e-10,4.680936235864143e-06,5.135595897180668e-06,1.0,True,5382143577252.267,3.392040751398569e+39,3.6139327870677057e+31,93.5967840401866,2.18482413158219e+33,11194793.75367649,6.190298312283126e-10,6.03001154528983e-12,1.4518265540286743e-10,1.4142340871004617e-12,True,star_forming
0.0,0.0,Output19,1,17140,True,7.632867122437861e-07,124185798472.95848,11.094071934025164,1362697342.0592215,1.3626973420592214,-10.959672525196618,15177078.422351504,70581.31672183205,4.4483150471814683e+21,0.04769654991511235,0.04769654991511235,3.9979461853072555e+42,2.0944368222845075e+45,1.9068823978544054e+41,1.9068823978544054e+41,9.104511425531915e-05,9.104511425531915e-05,0.0019088406691334307,0.0020942464957469176,0.9999998377151779,True,1.2687062726286668e+16,7.995891073029453e+42,4.1307738744768746e+37,139.96588938343717,3.075509532886295e+40,65760595.11988583,9.104511425531915e-05,1.4684183834830034e-05,2.1012565906768676e-05,3.3890053644305977e-06,True,star_forming
0.0,0.0,Output19,1,17137,True,7.716982229074993e-07,145660514144.2248,11.163341838568998,236411273.12279862,0.2364112731227986,-11.789673656806922,18384149.769556005,154.90680626109207,9.762842480223914e+18,8.709907922208899e-05,8.709907922208899e-05,8.774405238293039e+39,2.5370126681987286e+45,7.64242616976798e+35,7.64242616976798e+35,3.01237209634987e-10,3.01237209634987e-10,3.458557912729242e-06,3.79448788272055e-06,1.0,True,27844658869747.473,1.7548810476586076e+40,1.3313782414798686e+32,141.23492175314584,1.0178311006863001e+34,68424751.87300351,3.01237209634987e-10,4.011927545513429e-12,8.093547768169128e-11,1.0779122297471704e-12,True,quiescent
0.0,0.0,Output19,1674,17136,False,7.745209041354064e-07,11748168192.086226,10.069970155451381,677461705.7700279,0.6774617057700278,-10.239085404159992,954643.2962454262,130.1694905824394,8.203798548047007e+18,0.0017510265363050676,0.0017510265363050676,7.373206430370833e+39,1.317407748818688e+44,1.291068011723449e+37,1.291068011723449e+37,9.800063897310019e-08,9.800063897310019e-08,5.5967535009433065e-05,6.140366556749267e-05,1.0,True,23398100754900.16,1.474641286074166e+40,2.0651671823368932e+33,83.7168135025726,2.586110953488099e+35,6852418.090026869,9.800063897310019e-08,1.9630300154276836e-09,1.3652939997867451e-08,2.7347914560030083e-10,True,star_forming
0.0,0.0,Output19,1,17136,True,7.745209041354064e-07,118551609102.64638,11.073907453039281,1428673153.6500168,1.4286731536500168,-10.918974569106323,12499731.902795691,62.73953911445546,3.95409506167142e+18,5.210063863009609e-05,5.210063863009609e-05,3.553763413894865e+39,1.724963002585805e+45,1.85153343404193e+35,1.85153343404193e+35,1.0733757369093652e-10,1.0733757369093652e-10,2.0601968903492987e-06,2.260303957229403e-06,1.0,True,11277497138135.594,7.107526827789728e+39,3.0186463182422323e+31,139.36559132758373,1.7667635602010167e+33,64528636.901785776,1.0733757369093652e-10,1.0242327270512762e-12,2.0792177839977778e-11,1.9840237000041085e-13,True,star_forming
0.0,0.0,Output19,1366,17134,False,7.634756958470126e-07,17414418921.57593,10.240908987645051,231985461.94464117,0.23198546194464117,-10.875448218250066,1839095.3337056285,4.59076811143529,2.8932844861339654e+17,2.8676404397365547e-05,2.8676404397365547e-05,2.600354415471794e+38,2.5379515605137673e+44,7.456881479454427e+33,7.456881479454427e+33,2.938149646144114e-11,2.938149646144114e-11,1.024587882577788e-06,1.1241061746905272e-06,1.0,True,825195322906.4612,5.200708830943587e+38,1.1825244071191618e+30,81.59946035327519,3.8629219527599363e+31,6121982.449014418,2.938149646144114e-11,1.5220629159596529e-13,8.826450171908616e-12,4.572405800997401e-14,True,star_forming
0.0,0.0,Output19,1,17134,True,7.634756958470126e-07,76320427086.32063,10.882640791998886,2425763133.297637,2.425763133297637,-10.497792400630761,7132106.04525679,24.024721497364553,1.5141334152528527e+18,3.8269655439621864e-05,3.8269655439621864e-05,1.3608352482569657e+39,9.84230634245437e+44,5.207869606088636e+34,5.207869606088636e+34,5.2913102121448017e-11,5.2913102121448017e-11,1.3826385817590952e-06,1.5169343631220944e-06,1.0,True,4318468572693.228,2.721670496513931e+39,8.281280380882385e+30,132.5282759353041,3.840210554268681e+32,51716083.90599828,5.2913102121448017e-11,3.9017384956858093e-13,7.297185459742413e-12,5.380842981590165e-14,True,star_forming
0.0,0.0,Output19,1846,17133,False,7.66206041978696e-07,72697837026.10689,10.861521489516527,2317369507.192642,2.3173695071926423,-10.496526201458034,2442704.984911464,196.80510593066128,1.240343981571983e+19,0.0008558977474343197,0.0008558977474343197,1.1147655768528636e+40,3.3709328791778202e+44,9.54125346145686e+36,9.54125346145686e+36,2.8304489598096056e-08,2.8304489598096056e-08,3.306994285584108e-05,3.6282028699565e-05,1.0,True,35375921631405.95,2.229531153705727e+40,1.4877538465105267e+33,151.09760738923953,1.756251371923715e+35,92087652.83045842,2.8304489598096056e-08,5.209986181487154e-10,7.508011737896712e-10,1.3819940921145055e-11,True,star_forming
0.0,0.0,Output19,1,17133,True,7.66206041978696e-07,61089499445.04959,10.785966566625815,1823965582.7220676,1.8239655827220675,-10.524949927466153,6142250.237908869,25.796702275140348,1.6258106851479642e+18,4.6572665034043765e-05,4.6572665034043765e-05,1.4612057729223866e+39,8.476305328314239e+44,6.805224700812533e+34,6.805224700812533e+34,8.028527096682524e-11,8.028527096682524e-11,1.7238710927995676e-06,1.8913108116319924e-06,1.0,True,4636983952822.846,2.9224115458447726e+39,1.080223328474511e+31,126.03075757821284,5.254676587574923e+32,41453845.56804386,8.028527096682524e-11,6.199253547441488e-13,1.1895934332247057e-11,9.185484737267209e-14,True,star_forming
0.0,0.0,Output19,1682,17132,False,7.689453504074118e-07,69639243700.71315,10.842854045926188,2659568733.8258257,2.6595687338258256,-10.418042827229153,6379970.213906499,0.9425220173096993,5.9401482809142776e+16,1.6660734350254289e-06,1.6660734350254289e-06,5.338739029936311e+37,8.804358895190967e+44,8.894731274310316e+31,8.894731274310316e+31,1.0102645042296846e-13,1.0102645042296846e-13,6.063745348741277e-08,6.652717355120127e-08,1.0,True,169419308826.11295,1.0677478059872623e+38,1.4383987265205199e+28,124.02503852678574,2.1246997268769335e+29,38628625.021396816,1.0102645042296846e-13,2.413236161962306e-16,1.6685702485092842e-14,3.985742392827425e-17,True,star_forming
0.0,0.0,Output19,1328,17132,False,7.689453504074118e-07,10987511703.40591,10.040899350673127,192942398.3493448,0.1929423983493448,-10.75547167800135,1077809.8598367583,30.362139894021183,1.9135427054653775e+18,0.00037476535054515046,0.00037476535054515046,1.7198064162710688e+39,1.4873776065747264e+44,6.445238544636261e+35,6.445238544636261e+35,4.333290024097488e-09,4.333290024097488e-09,1.156267519874527e-05,1.26857586429281e-05,1.0,True,5457626093456.653,3.439612832542137e+39,1.018118101821946e+32,77.53728373811823,7.416548272368267e+33,4890064.457131947,4.333290024097488e-09,4.986325086235361e-11,9.550922599175293e-10,1.099026483067651e-11,True,star_forming
0.0,0.0,Output19,1,17132,True,7.689453504074118e-07,90004875840.55864,10.95426603714256,2892020657.3563766,2.8920206573563765,-10.49306464639564,5173661.524564057,10.949382813738714,6.900736142350595e+17,2.493853033593466e-05,2.493853033593466e-05,6.202072345033926e+38,7.139652903898399e+44,1.5467056932228997e+34,1.5467056932228997e+34,2.166359785331254e-11,2.166359785331254e-11,8.68679812382401e-07,9.5305474282137e-07,1.0,True,1968162901563.9153,1.2404144690067855e+39,2.4183970498241527e+30,139.218100157326,8.985920524249956e+31,64228697.00369922,2.166359785331254e-11,1.258593470187249e-13,1.7450162921856624e-12,1.0138048746964775e-14,True,star_forming
0.0,0.0,Output19,1,17135,True,7.753623431613909e-07,190428929246.17407,11.27973292544345,23083731163.64204,23.08373116364204,-9.916426917631583,16762229.626557251,2176123.372986268,1.3714794217750668e+23,0.382041531485106,0.382041531485106,1.2326242328513174e+44,2.3131876884649005e+45,4.709136496641712e+43,4.709136496641712e+43,0.020357779527033684,0.020357779527033684,0.053286823157411976,0.05846257598731778,2.143978948416031e-08,True,15894383836924.943,1.0017272285542584e+40,6.899786193788234e+39,154.3487105013784,1.290702191047292e+43,101130287.86737005,0.020357779527033684,0.005579755579210436,0.0033742786885615815,0.0009248381098395618,True,star_forming
0.0,0.0,Output19,1947,17128,False,7.633111236467536e-07,36093486303.047386,10.55742883298913,1587937945.0670402,1.5879379450670401,-10.356595306334793,3341917.226566424,11.312958521217375,7.129876000528774e+17,4.1038101519269075e-05,4.1038101519269075e-05,6.4080129792265854e+38,4.611845772661665e+44,2.629726871782945e+34,2.629726871782945e+34,5.7021136469297706e-11,5.7021136469297706e-11,1.3894681858643957e-06,1.5244273271479274e-06,1.0,True,2033516011555.7852,1.2816025958453171e+39,4.2328238933591035e+30,110.95437615386643,1.7394968075374594e+32,23664838.072688714,5.7021136469297706e-11,3.771801775872336e-13,8.052449700260731e-12,5.3264887303534594e-14,True,star_forming
0.0,0.0,Output19,1,17128,True,7.633111236467536e-07,56742829570.44546,10.753910988777253,1453243422.8310592,1.4532434228310591,-10.59157262269821,5714708.990692851,10.610034467712145,6.686865330076672e+17,2.1021818926325587e-05,2.1021818926325587e-05,6.0098548449220886e+38,7.886298407156134e+44,1.263380803234527e+34,1.263380803234527e+34,1.6019946722889895e-11,1.6019946722889895e-11,7.62062825250014e-07,8.360820403325546e-07,1.0,True,1907164684886.4846,1.2019709689844174e+39,2.0405904110125608e+30,124.27944452489797,7.353801333074148e+31,38978484.933753766,1.6019946722889895e-11,9.324781986947398e-14,2.3487145209289904e-12,1.3671238260703526e-14,True,star_forming
0.0,0.0,Output19,1547,17131,False,7.716936492263296e-07,14985680846.877796,10.175676479101812,594316176.6296566,0.5943161766296565,-10.401658927666785,941356.0718048969,1.7946974271709972,1.1310896340862984e+17,2.3471089383037307e-05,2.3471089383037307e-05,1.0165726662505929e+38,1.2990713790907577e+44,2.3860067913920218e+33,2.3860067913920218e+33,1.836701839326203e-11,1.836701839326203e-11,7.825379595092839e-07,8.585459258028331e-07,1.0,True,322598721387.11523,2.0331453325011854e+38,3.7212752336701135e+29,84.52600126955237,9.872253877059766e+30,7148673.212994997,1.836701839326203e-11,7.599469925947814e-14,2.4186172413112283e-12,1.0007181674335535e-14,True,star_forming
0.0,0.0,Output19,1,17131,True,7.716936492263296e-07,122069774804.73161,11.086608143383854,1010221631.3737499,1.0102216313737498,-11.082191479776048,17039176.96323516,15743.967276248039,9.922473791935366e+20,0.009359488061880864,0.009359488061880864,8.917874706382257e+41,2.3514064209264518e+45,8.346674185173406e+39,8.346674185173406e+39,3.54965186404689e-06,3.54965186404689e-06,0.0003792570534390488,0.0004160943173494957,0.9999999999999845,True,2829994424678138.0,1.7835749412764236e+42,2.0893152211503444e+36,138.25251603595484,9.090853989163853e+38,62291589.2761315,3.54965186404689e-06,3.866134713361064e-07,9.709681029529947e-07,1.0575384945252546e-07,True,star_forming
0.0,0.0,Output19,1995,17130,False,7.744509665919235e-07,34515379304.93962,10.538012650406841,2413271650.8871,2.4132716508871,-10.155406439214596,1751764.285213946,24021.0238664951,1.5139003758622681e+21,0.11603659356362668,0.11603659356362668,1.360625802897828e+42,2.417434713595245e+44,1.578823832830385e+41,1.578823832830385e+41,0.0006530988505920537,0.0006530988505920537,0.005628386964272077,0.006175072580565646,0.9920028802575983,True,748575970984481.1,4.717823229073804e+41,3.236869840711212e+37,120.23734710950183,2.306469832593923e+40,33700885.73885346,0.0006530988505920537,9.540980857198441e-05,3.394792795794218e-05,4.959379893176297e-06,True,star_forming
0.0,0.0,Output19,1781,17130,False,7.744509665919235e-07,20907713990.987034,10.320306550494697,1586286608.2923765,1.5862866082923766,-10.119924892636435,1069901.9626631436,0.19079567481436965,1.2024701587231498e+16,2.2024132023403435e-06,2.2024132023403435e-06,1.080726282428914e+37,1.4764647084751382e+44,2.380205832537639e+31,2.380205832537639e+31,1.6120980195970047e-13,1.6120980195970047e-13,7.319689229450431e-08,8.030651152090203e-08,1.0,True,34295720164.0001,2.1614525648578275e+37,3.73171227572519e+27,90.19185454828936,4.323660830520042e+28,9510518.92891056,1.6120980195970047e-13,2.9283875230485043e-16,1.8135570183548105e-14,3.294339227719465e-17,True,star_forming
0.0,0.0,Output19,1235,17130,False,7.744509665919235e-07,11918096774.431824,10.076206907555548,425026629.1217666,0.42502662912176664,-10.447790766873831,921792.4840583301,1020.1602049608864,6.429454990401958e+19,0.013259250325056534,0.013259250325056534,5.778505969079035e+40,1.2720736280004955e+44,7.661865714885232e+38,7.661865714885232e+38,6.0231306948234665e-06,6.0231306948234665e-06,0.0004542587663075729,0.0004983809517919765,0.9999999999999054,True,183374853469944.62,1.1557011938156978e+41,2.2867571986933474e+35,86.1733136890278,6.681587571267116e+37,7782306.131787676,6.0231306948234665e-06,5.252516382852419e-07,7.134230536513126e-07,6.221459349086812e-08,True,star_forming
0.0,0.0,Output19,1,17130,True,7.744509665919235e-07,55670460708.75104,10.74562481538706,1769503223.9549205,1.7695032239549204,-10.497773457147884,4503348.503942208,8.412294776292926,5.3017624454624346e+17,2.2069104586999707e-05,2.2069104586999707e-05,4.7649864542917374e+38,6.214620935440247e+44,1.0515898441540126e+34,1.0515898441540126e+34,1.6921222630926522e-11,1.6921222630926522e-11,7.667380687884519e-07,8.412113906002131e-07,1.0,True,1512118699050.7893,9.529972908583475e+38,1.6885979898585224e+30,124.24173659083687,5.881403777772578e+31,38926474.90985311,1.6921222630926522e-11,9.463817405551762e-14,1.957592173355713e-12,1.0948555720386084e-14,True,star_forming
0.0,0.0,Output19,1,17129,True,7.761033751603092e-07,101956209407.96202,11.00841368062415,799785253.414193,0.799785253414193,-11.105440288353385,8364471.361673462,4915.025428930979,3.097644332558963e+20,0.0061112494339909396,0.0061112494339909396,2.784023885772121e+41,1.1542970479109378e+45,1.7013864396142133e+39,1.7013864396142133e+39,1.4739589282441683e-06,1.4739589282441683e-06,0.00024118781996459966,0.000264614409649501,0.9999999999999998,True,883480911574972.8,5.56804777154424e+41,5.035846749664497e+35,135.78730330132524,1.6960769661206216e+38,57550398.89798787,1.4739589282441683e-06,1.4693591820148932e-07,2.1422765922848035e-07,2.13559124407828e-08,True,star_forming
0.0,0.0,Output19,1737,17127,False,7.659778657443328e-07,82520116055.40472,10.916559830088637,1764208232.1619978,1.7642082321619978,-10.670009985833843,3646481.9612006606,10.330269196548166,6.510546139220236e+17,3.4946810400478644e-05,3.4946810400478644e-05,5.85138705902918e+38,5.032145106456911e+44,2.044873141317071e+34,2.044873141317071e+34,4.06362117557625e-11,4.06362117557625e-11,1.1628017346958205e-06,1.2757447478529886e-06,1.0,True,1856876587628.6172,1.1702774118058357e+39,3.1964175789391466e+30,150.08215081863116,1.2488289052903756e+32,89395532.72448392,4.06362117557625e-11,2.4817028898629377e-13,1.6575684334876658e-12,1.0122972082771928e-14,True,star_forming
0.0,0.0,Output19,1,17127,True,7.659778657443328e-07,123021945498.471,11.089982590778849,770769526.9406371,0.7707695269406372,-11.20305805467496,14395194.274655623,973.5782170486186,6.135876792400344e+19,0.0007114252275535255,0.0007114252275535255,5.514651043260862e+40,1.986536809902476e+45,3.9232618733301457e+37,3.9232618733301457e+37,1.9749253342668987e-08,1.9749253342668987e-08,2.7760125137231108e-05,3.0456468017592486e-05,1.0,True,175001692895560.66,1.1029302086521724e+41,6.377474536165725e+33,138.3169934668165,9.78330302030033e+35,62419515.943169564,1.9749253342668987e-08,4.924803291604053e-10,4.554574548542646e-09,1.135758569669933e-10,True,star_forming
0.0,0.0,Output19,1,17126,True,7.686531666750389e-07,204619352234.23996,11.310946705481186,342163243.0250292,0.3421632430250292,-11.776713351967524,19248259.78947428,1124.8721206860878,7.089391092437772e+19,0.0005933169005341549,0.0005933169005341549,6.371626958419113e+40,2.6562598509474503e+45,3.780393958329093e+37,3.780393958329093e+37,1.423201859178303e-08,1.423201859178303e-08,2.3987212531734964e-05,2.631709214898909e-05,1.0,True,202196928776657.56,1.2743253916838226e+41,6.345718407464939e+33,153.10186326490143,9.725844902511778e+35,97584786.00355184,1.423201859178303e-08,3.6614809725948713e-10,2.807216190168177e-09,7.222143928476499e-11,True,quiescent
0.0,0.0,Output19,1930,17125,False,7.713370526673425e-07,10380197180.075996,10.016205603358836,957167049.3084798,0.9571670493084797,-10.035217863845578,1526943.9432721005,6.80044115671246,4.28590824454245e+17,5.35164003974651e-05,5.35164003974651e-05,3.8519822303733495e+38,2.1071826417154986e+44,2.0614422336458084e+34,2.0614422336458084e+34,9.78293097539731e-11,9.78293097539731e-11,1.8280248489696059e-06,2.005581029364206e-06,1.0,True,1222386341458.0635,7.703964460746699e+38,3.56638527642124e+30,80.92992868355567,1.4211153964898134e+32,5904026.700763922,9.78293097539731e-11,6.74414912289167e-13,2.5301354410201295e-11,1.7442227445195725e-13,True,star_forming
0.0,0.0,Output19,1,17125,True,7.713370526673425e-07,54628218953.04084,10.737417041417466,2315712985.103259,2.315712985103259,-10.372732310502915,4282242.924027722,227.68584246487393,1.4349666542185738e+19,0.0006238745162345628,0.0006238745162345628,1.2896837117935874e+40,5.909495235158256e+44,8.046008017908195e+36,8.046008017908195e+36,1.3615389636053617e-08,1.3615389636053617e-08,2.182392337201114e-05,2.3943682563109075e-05,1.0,True,40926766008072.125,2.5793674235871742e+40,1.2685907769172617e+33,127.56601190781633,1.4551890849947739e+35,43722191.69813794,1.3615389636053617e-08,2.462459189978184e-10,1.333519745062416e-09,2.4117840465989733e-11,True,star_forming
