observable_key,analysis,bin_index,x_display,y_display
mzr_blanc2019,massMetallicityBlanc2019,1,8.75,8.140931961093102
mzr_blanc2019,massMetallicityBlanc2019,2,8.8,8.160334292433546
mzr_blanc2019,massMetallicityBlanc2019,3,8.85,8.179028316777258
mzr_blanc2019,massMetallicityBlanc2019,4,8.9,8.19720063627401
mzr_blanc2019,massMetallicityBlanc2019,5,8.95,8.215393492168072
mzr_blanc2019,massMetallicityBlanc2019,6,9.0,8.23405191821253
mzr_blanc2019,massMetallicityBlanc2019,7,9.05,8.25324242243396
mzr_blanc2019,massMetallicityBlanc2019,8,9.1,8.272749167284276
mzr_blanc2019,massMetallicityBlanc2019,9,9.15,8.292287600081583
mzr_blanc2019,massMetallicityBlanc2019,10,9.2,8.31173418583972
mzr_blanc2019,massMetallicityBlanc2019,11,9.25,8.331032656099685
mzr_blanc2019,massMetallicityBlanc2019,12,9.3,8.349908537465016
mzr_blanc2019,massMetallicityBlanc2019,13,9.35,8.368042531572423
mzr_blanc2019,massMetallicityBlanc2019,14,9.4,8.385531408982057
mzr_blanc2019,massMetallicityBlanc2019,15,9.45,8.402889526775239
mzr_blanc2019,massMetallicityBlanc2019,16,9.5,8.420482047497387
mzr_blanc2019,massMetallicityBlanc2019,17,9.55,8.438209167979053
mzr_blanc2019,massMetallicityBlanc2019,18,9.6,8.455795725570713
mzr_blanc2019,massMetallicityBlanc2019,19,9.65,8.472907992401051
mzr_blanc2019,massMetallicityBlanc2019,20,9.7,8.48928461257337
mzr_blanc2019,massMetallicityBlanc2019,21,9.75,8.505182664641703
mzr_blanc2019,massMetallicityBlanc2019,22,9.8,8.521149756801625
mzr_blanc2019,massMetallicityBlanc2019,23,9.85,8.537229596779216
mzr_blanc2019,massMetallicityBlanc2019,24,9.9,8.55283926492579
mzr_blanc2019,massMetallicityBlanc2019,25,9.95,8.567530252017956
mzr_blanc2019,massMetallicityBlanc2019,26,10.0,8.581333655304885
mzr_blanc2019,massMetallicityBlanc2019,27,10.05,8.59469490805581
mzr_blanc2019,massMetallicityBlanc2019,28,10.1,8.608387883057029
mzr_blanc2019,massMetallicityBlanc2019,29,10.15,8.622682114958291
mzr_blanc2019,massMetallicityBlanc2019,30,10.2,8.636905669928375
mzr_blanc2019,massMetallicityBlanc2019,31,10.25,8.650311025240244
mzr_blanc2019,massMetallicityBlanc2019,32,10.3,8.662563157311642
mzr_blanc2019,massMetallicityBlanc2019,33,10.35,8.673852911880083
mzr_blanc2019,massMetallicityBlanc2019,34,10.4,8.684838489912163
mzr_blanc2019,massMetallicityBlanc2019,35,10.45,8.6957088744613
mzr_blanc2019,massMetallicityBlanc2019,36,10.5,8.70629179984293
mzr_blanc2019,massMetallicityBlanc2019,37,10.55,8.716846595218252
mzr_blanc2019,massMetallicityBlanc2019,38,10.6,8.727368980887405
mzr_blanc2019,massMetallicityBlanc2019,39,10.65,8.737303607800149
mzr_blanc2019,massMetallicityBlanc2019,40,10.7,8.74674985807086
mzr_blanc2019,massMetallicityBlanc2019,41,10.75,8.75659932459654
mzr_blanc2019,massMetallicityBlanc2019,42,10.8,8.767519271725124
mzr_blanc2019,massMetallicityBlanc2019,43,10.85,8.780623060528974
mzr_blanc2019,massMetallicityBlanc2019,44,10.9,8.798870337071554
mzr_blanc2019,massMetallicityBlanc2019,45,10.95,8.825001278925537
mzr_blanc2019,massMetallicityBlanc2019,46,11.0,8.857960825143664
mzr_blanc2019,massMetallicityBlanc2019,47,11.05,8.89465982120644
mzr_blanc2019,massMetallicityBlanc2019,48,11.1,8.931683199162094
