evaluation_id,dust_draw_index,dust_case,scatter_mode,delta_0,delta_z,delta_M,delta_Mz,attenuation_scatter,z_pivot,observable,observable_label,sample_label,output_name,redshift,bin_index,log10_luminosity_min,log10_luminosity_center,log10_luminosity_max,phi_mpc3_dex,phi_mpc3_dex_shot_noise_std_conservative,phi_mpc3_dex_shot_noise_std_smoothed_expectation,log10_phi_shot_noise_std_conservative,log10_phi_shot_noise_std_smoothed_expectation,dn_dlnL_mpc3,dn_dlnL_mpc3_shot_noise_std_conservative,dn_dlnL_mpc3_shot_noise_std_smoothed_expectation,log10_dn_dlnL_shot_noise_std_conservative,log10_dn_dlnL_shot_noise_std_smoothed_expectation,z_min,z_max,target_redshift
bestFitModel,0,map_dust,expected,-0.738126,0.517844,0.795411,0.0473573,0.258142,1.0,halpha_sobral,Halpha Sobral,Z1,Output16,0.4,11,41.150000000000006,41.2,41.25,0.009088529167243332,0.0005315132317061572,0.00036614280121488135,0.025398308058526404,0.017496098128763904,0.003947098065950535,0.0002308332635885486,0.00015901379815622222,0.025398308058526404,0.017496098128763904,,,
bestFitModel,0,map_dust,expected,-0.738126,0.517844,0.795411,0.0473573,0.258142,1.0,halpha_sobral,Halpha Sobral,Z1,Output16,0.4,12,41.25,41.300000000000004,41.35,0.007569776905866188,0.0004850749169453231,0.0003350997013593329,0.027829797675513683,0.019225395014614777,0.0032875123394563565,0.00021066535973903198,0.00014553195118778588,0.02782979767551368,0.019225395014614777,,,
bestFitModel,0,map_dust,expected,-0.738126,0.517844,0.795411,0.0473573,0.258142,1.0,halpha_sobral,Halpha Sobral,Z1,Output16,0.4,13,41.35,41.4,41.45,0.005551078046434733,0.0004153899113639847,0.00027776216415619686,0.03249847053754273,0.02173101768079416,0.0024108025641808874,0.00018040154634365942,0.0001206305751745415,0.03249847053754273,0.021731017680794162,,,
bestFitModel,0,map_dust,expected,-0.738126,0.517844,0.795411,0.0473573,0.258142,1.0,halpha_sobral,Halpha Sobral,Z1,Output16,0.4,14,41.45,41.5,41.55,0.003941965965545348,0.0003500448665063624,0.0002211448660106293,0.03856516146283931,0.024363983821550687,0.0017119740666867683,0.00015202255394227362,9.604199500965029e-05,0.03856516146283932,0.02436398382155069,,,
bestFitModel,0,map_dust,expected,-0.738126,0.517844,0.795411,0.0473573,0.258142,1.0,halpha_sobral,Halpha Sobral,Z1,Output16,0.4,15,41.55,41.6,41.7,0.0028730747971760316,0.0002440029711043632,0.00017394169021032346,0.036883531198972426,0.02629305589451382,0.0012477605305088548,0.00010596914391862355,7.554191623126836e-05,0.03688353119897243,0.026293055894513823,,,
bestFitModel,0,map_dust,expected,-0.738126,0.517844,0.795411,0.0473573,0.258142,1.0,halpha_sobral,Halpha Sobral,Z1,Output16,0.4,16,41.7,41.800000000000004,41.95,0.001141616942909327,0.0001191399672274971,9.307797466223836e-05,0.045323285242400126,0.03540876914416242,0.0004957979387527803,5.174183034103625e-05,4.04232507825408e-05,0.045323285242400126,0.03540876914416241,,,
bestFitModel,0,map_dust,expected,-0.738126,0.517844,0.795411,0.0473573,0.258142,1.0,halpha_sobral,Halpha Sobral,Z1,Output16,0.4,17,41.95,42.1,42.25,0.0003326296455438447,5.8706626778542625e-05,4.6236655547593106e-05,0.07664970456673878,0.060368414646716224,0.00014445921957712633,2.5495964061074737e-05,2.0080324365981063e-05,0.07664970456673878,0.060368414646716224,,,
bestFitModel,0,map_dust,expected,-0.738126,0.517844,0.795411,0.0473573,0.258142,1.0,halpha_sobral,Halpha Sobral,Z2,Output13,0.84,0,41.22500000000001,41.300000000000004,41.375,0.00983438052719204,0.000451434922581501,0.0003410427975521553,0.019935744328122548,0.015060735616261416,0.004271017195896295,0.00019605569581556756,0.00014811300506974886,0.019935744328122548,0.015060735616261414,,,
bestFitModel,0,map_dust,expected,-0.738126,0.517844,0.795411,0.0473573,0.258142,1.0,halpha_sobral,Halpha Sobral,Z2,Output13,0.84,1,41.375,41.45,41.525000000000006,0.006831833177541342,0.0003762619265293713,0.00028078490599591405,0.023918686858334644,0.0178492846805188,0.0029670274502897635,0.00016340847844199273,0.00012194333527574875,0.023918686858334648,0.0178492846805188,,,
bestFitModel,0,map_dust,expected,-0.738126,0.517844,0.795411,0.0473573,0.258142,1.0,halpha_sobral,Halpha Sobral,Z2,Output13,0.84,2,41.525000000000006,41.6,41.675,0.003652256828495599,0.0002751074194659304,0.00020037312923815636,0.03271337143448119,0.02382662239710651,0.0015861549871091095,0.00011947763420469681,8.702094434981843e-05,0.0327133714344812,0.023826622397106513,,,
bestFitModel,0,map_dust,expected,-0.738126,0.517844,0.795411,0.0473573,0.258142,1.0,halpha_sobral,Halpha Sobral,Z2,Output13,0.84,3,41.675,41.75,41.825,0.001838436846373305,0.0001951848054581351,0.0001327210806573425,0.04610856452809325,0.031352740277930724,0.0007984229777075427,8.476768396182778e-05,5.764003296172025e-05,0.04610856452809324,0.03135274027793072,,,
bestFitModel,0,map_dust,expected,-0.738126,0.517844,0.795411,0.0473573,0.258142,1.0,halpha_sobral,Halpha Sobral,Z2,Output13,0.84,4,41.825,41.9,41.975,0.0011520794090898955,0.0001545122282549445,0.00010581344895891673,0.05824581846377055,0.03988804645880374,0.0005003417300821006,6.71038081176981e-05,4.5954196994008915e-05,0.05824581846377055,0.03988804645880374,,,
bestFitModel,0,map_dust,expected,-0.738126,0.517844,0.795411,0.0473573,0.258142,1.0,halpha_sobral,Halpha Sobral,Z2,Output13,0.84,5,41.975,42.050000000000004,42.125,0.0007743399679765053,0.000126674000546696,8.674285594580869e-05,0.07104608016269771,0.048650392902018474,0.000336291575209337,5.5013819438039576e-05,3.7671943681793386e-05,0.07104608016269771,0.04865039290201847,,,
bestFitModel,0,map_dust,expected,-0.738126,0.517844,0.795411,0.0473573,0.258142,1.0,halpha_sobral,Halpha Sobral,Z2,Output13,0.84,6,42.125,42.2,42.275000000000006,0.0004787462646379415,9.960344221320215e-05,6.574368124521064e-05,0.09035522264487428,0.05963935406659355,0.0002079168609640519,4.3257225331763105e-05,2.8552117984801284e-05,0.09035522264487426,0.059639354066593535,,,
bestFitModel,0,map_dust,expected,-0.738126,0.517844,0.795411,0.0473573,0.258142,1.0,halpha_sobral,Halpha Sobral,Z2,Output13,0.84,7,42.275000000000006,42.35,42.425,0.00035521647073607436,8.579622822751432e-05,5.7307128598120134e-05,0.1048961170356491,0.07006479646709712,0.000154268553121825,3.726082848732148e-05,2.4888169723883605e-05,0.10489611703564909,0.07006479646709711,,,
